cou_abb,reg_abb,fuel,CON_COMB,PP_EX_WB,PP_EX_OTH,PP_NEW,PP_IGCC,DOM,TRA_RD,TRA_OT,TRA_OTS,IN_BO,IN_OC
FRAN,WHOL,GAS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
FRAN,WHOL,HF,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
FRAN,WHOL,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
FRAN,WHOL,MD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
FRAN,WHOL,GSL,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
FRAN,WHOL,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
FRAN,WHOL,SUM,0.8,0.068,0.718,0.718,0,1,0,0.4,0,0.8,2.31
GERM,WHOL,BC1,0.25,n.a,0.25,0.25,n.a,0.65,n.a,n.a,n.a,0.25,0.25
GERM,WHOL,BC2,0.5,n.a,0.5,0.5,n.a,0.7,n.a,n.a,n.a,0.3,0.3
GERM,WHOL,HC1,0.05,0.05,0.05,0.05,n.a,0.1,n.a,0.1,n.a,0.05,0.05
GERM,WHOL,HC2,0.05,0.05,0.05,0.05,n.a,0.2,n.a,0.1,n.a,0.05,0.05
GERM,WHOL,HC3,0.05,0.05,0.05,0.05,n.a,0.1,n.a,0.1,n.a,0.05,0.05
GERM,WHOL,DC,0.05,n.a,0.05,0.05,n.a,0.2,n.a,0.1,n.a,0.05,0.95
GERM,WHOL,OS1,0,n.a,0,0,n.a,0,n.a,n.a,n.a,0,0
GERM,WHOL,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GERM,WHOL,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GERM,WHOL,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GERM,WHOL,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GERM,WHOL,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GERM,WHOL,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GERM,WHOL,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GERM,WHOL,OS2,0,n.a,0,0,n.a,0,n.a,n.a,n.a,0,0
GERM,WHOL,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GERM,WHOL,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GERM,WHOL,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GERM,WHOL,GAS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GERM,WHOL,HF,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GERM,WHOL,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GERM,WHOL,MD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GERM,WHOL,GSL,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GERM,WHOL,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GERM,WHOL,SUM,0.95,0.15,0.95,0.95,0,1.95,0,0.4,0,0.75,1.65
GREE,WHOL,BC1,0.1,n.a,0.1,0.1,n.a,0.1,n.a,n.a,n.a,0.1,0.1
GREE,WHOL,BC2,0.1,n.a,0.1,0.1,n.a,0.1,n.a,n.a,n.a,0.1,0.1
GREE,WHOL,HC1,0.05,0.05,0.05,0.05,n.a,0.05,n.a,0.1,n.a,0.05,0.05
GREE,WHOL,HC2,0.65,0.5,0.65,0.65,n.a,0.65,n.a,0.6,n.a,0.65,0.65
GREE,WHOL,HC3,0.85,0.79,0.85,0.85,n.a,0.85,n.a,0.1,n.a,0.85,0.85
GREE,WHOL,DC,0.7,n.a,0.86,0.86,n.a,0.9,n.a,0.7,n.a,0.7,0.7
GREE,WHOL,OS1,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GREE,WHOL,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GREE,WHOL,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GREE,WHOL,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GREE,WHOL,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GREE,WHOL,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GREE,WHOL,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GREE,WHOL,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GREE,WHOL,OS2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GREE,WHOL,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GREE,WHOL,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GREE,WHOL,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GREE,WHOL,GAS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GREE,WHOL,HF,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GREE,WHOL,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GREE,WHOL,MD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GREE,WHOL,GSL,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GREE,WHOL,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GREE,WHOL,SUM,2.45,1.34,2.61,2.61,0,2.65,0,1.5,0,2.45,2.45
HUNG,WHOL,BC1,0.15,n.a,0.15,0.15,n.a,0.2,n.a,n.a,n.a,0.15,0.15
HUNG,WHOL,BC2,0.15,n.a,0.15,0.15,n.a,0.2,n.a,n.a,n.a,0.15,0.15
HUNG,WHOL,HC1,0.05,0.05,0.05,0.05,n.a,0.1,n.a,0.1,n.a,0.05,0.05
HUNG,WHOL,HC2,0.05,0.05,0.05,0.05,n.a,0.1,n.a,0.1,n.a,0.05,0.05
HUNG,WHOL,HC3,0.05,0.05,0.05,0.05,n.a,0.1,n.a,0.1,n.a,0.05,0.05
HUNG,WHOL,DC,0.05,n.a,0.05,0.05,n.a,0.1,n.a,0.1,n.a,0.05,0.95
HUNG,WHOL,OS1,0,n.a,0,0,n.a,0,n.a,n.a,n.a,0,0
HUNG,WHOL,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
HUNG,WHOL,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
HUNG,WHOL,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
HUNG,WHOL,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
HUNG,WHOL,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
HUNG,WHOL,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
HUNG,WHOL,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
HUNG,WHOL,OS2,0,n.a,0,0,n.a,0,n.a,n.a,n.a,0,0
HUNG,WHOL,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
HUNG,WHOL,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
HUNG,WHOL,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
HUNG,WHOL,GAS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
HUNG,WHOL,HF,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
HUNG,WHOL,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
HUNG,WHOL,MD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
HUNG,WHOL,GSL,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
HUNG,WHOL,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
HUNG,WHOL,SUM,0.5,0.15,0.5,0.5,0,0.8,0,0.4,0,0.5,1.4
IREL,WHOL,BC1,0.3,n.a,0.15,0.15,n.a,0.15,n.a,n.a,n.a,0.3,0.3
IREL,WHOL,BC2,0.3,n.a,0.3,0.3,n.a,0.3,n.a,n.a,n.a,0.3,0.3
IREL,WHOL,HC1,0.05,0.05,0.05,0.05,n.a,0.15,n.a,0.1,n.a,0.05,0.05
IREL,WHOL,HC2,0.05,0.05,0.05,0.05,n.a,0.1,n.a,0.1,n.a,0.05,0.05
IREL,WHOL,HC3,0.05,0.05,0.05,0.05,n.a,0.1,n.a,0.1,n.a,0.05,0.05
IREL,WHOL,DC,0.05,n.a,0.05,0.05,n.a,0.1,n.a,0.1,n.a,0.05,0.95
IREL,WHOL,OS1,0,n.a,0,0,n.a,0,n.a,n.a,n.a,0,0
IREL,WHOL,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
IREL,WHOL,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
IREL,WHOL,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
IREL,WHOL,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
IREL,WHOL,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
IREL,WHOL,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
IREL,WHOL,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
IREL,WHOL,OS2,0.1,n.a,0.15,0.15,n.a,0.15,n.a,n.a,n.a,0.1,0.1
IREL,WHOL,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
IREL,WHOL,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
IREL,WHOL,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
IREL,WHOL,GAS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
IREL,WHOL,HF,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
IREL,WHOL,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
IREL,WHOL,MD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
IREL,WHOL,GSL,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
IREL,WHOL,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
IREL,WHOL,SUM,0.9,0.15,0.8,0.8,0,1.05,0,0.4,0,0.9,1.8
ITAL,WHOL,BC1,0.3,n.a,0.3,0.3,n.a,0.3,n.a,n.a,n.a,0.3,0.3
ITAL,WHOL,BC2,0.3,n.a,0.3,0.3,n.a,0.3,n.a,n.a,n.a,0.3,0.3
ITAL,WHOL,HC1,0.05,0.05,0.05,0.05,n.a,0.1,n.a,0.1,n.a,0.05,0.05
ITAL,WHOL,HC2,0.05,0.05,0.05,0.05,n.a,0.1,n.a,0.1,n.a,0.05,0.05
ITAL,WHOL,HC3,0.05,0.05,0.05,0.05,n.a,0.1,n.a,0.1,n.a,0.05,0.05
ITAL,WHOL,DC,0.05,n.a,0.05,0.05,n.a,0.1,n.a,0.1,n.a,0.05,0.95
ITAL,WHOL,OS1,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ITAL,WHOL,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ITAL,WHOL,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ITAL,WHOL,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ITAL,WHOL,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ITAL,WHOL,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ITAL,WHOL,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ITAL,WHOL,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ITAL,WHOL,OS2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ITAL,WHOL,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ITAL,WHOL,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ITAL,WHOL,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ITAL,WHOL,GAS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ITAL,WHOL,HF,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ITAL,WHOL,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ITAL,WHOL,MD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ITAL,WHOL,GSL,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ITAL,WHOL,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ITAL,WHOL,SUM,0.8,0.15,0.8,0.8,0,1,0,0.4,0,0.8,1.7
LATV,WHOL,BC1,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LATV,WHOL,BC2,0.3,n.a,0.3,0.3,n.a,0.3,n.a,n.a,n.a,0.3,0.3
LATV,WHOL,HC1,0.05,0.1,0.1,0.1,n.a,0.1,n.a,0.1,n.a,0.1,0.1
LATV,WHOL,HC2,0.05,0.1,0.1,0.1,n.a,0.1,n.a,0.1,n.a,0.1,0.1
LATV,WHOL,HC3,0.05,0.1,0.1,0.1,n.a,0.1,n.a,0.1,n.a,0.1,0.1
LATV,WHOL,DC,0.05,n.a,0.05,0.05,n.a,0.1,n.a,0.1,n.a,0.05,0.95
LATV,WHOL,OS1,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LATV,WHOL,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LATV,WHOL,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LATV,WHOL,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LATV,WHOL,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LATV,WHOL,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LATV,WHOL,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LATV,WHOL,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LATV,WHOL,OS2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LATV,WHOL,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LATV,WHOL,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LATV,WHOL,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LATV,WHOL,GAS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LATV,WHOL,HF,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LATV,WHOL,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LATV,WHOL,MD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LATV,WHOL,GSL,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LATV,WHOL,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LATV,WHOL,SUM,0.5,0.3,0.65,0.65,0,0.7,0,0.4,0,0.65,1.55
LITH,WHOL,BC1,0.3,n.a,0.3,0.3,n.a,0.3,n.a,n.a,n.a,0.3,0.3
LITH,WHOL,BC2,0.3,n.a,0.3,0.3,n.a,0.3,n.a,n.a,n.a,0.3,0.3
LITH,WHOL,HC1,0.05,0.05,0.05,0.05,n.a,0.1,n.a,0.1,n.a,0.05,0.05
LITH,WHOL,HC2,0.05,0.05,0.05,0.05,n.a,0.1,n.a,0.1,n.a,0.05,0.05
LITH,WHOL,HC3,0.05,0.05,0.05,0.05,n.a,0.1,n.a,0.1,n.a,0.05,0.05
LITH,WHOL,DC,0.05,n.a,0.05,0.05,n.a,0.1,n.a,0.1,n.a,0.05,0.95
LITH,WHOL,OS1,0,n.a,0,0,n.a,0,n.a,n.a,n.a,0,0
LITH,WHOL,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LITH,WHOL,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LITH,WHOL,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LITH,WHOL,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LITH,WHOL,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LITH,WHOL,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LITH,WHOL,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LITH,WHOL,OS2,0,n.a,0,0,n.a,0,n.a,n.a,n.a,0,0
LITH,WHOL,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LITH,WHOL,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LITH,WHOL,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LITH,WHOL,GAS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LITH,WHOL,HF,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LITH,WHOL,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LITH,WHOL,MD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LITH,WHOL,GSL,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LITH,WHOL,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LITH,WHOL,SUM,0.8,0.15,0.8,0.8,0,1,0,0.4,0,0.8,1.7
LUXE,WHOL,BC1,0.3,n.a,0.3,0.3,n.a,0.3,n.a,n.a,n.a,0.3,0.3
LUXE,WHOL,BC2,0.3,n.a,0.3,0.3,n.a,0.3,n.a,n.a,n.a,0.3,0.3
LUXE,WHOL,HC1,0.05,0.05,0.05,0.05,n.a,0.1,n.a,0.1,n.a,0.05,0.05
LUXE,WHOL,HC2,0.05,0.05,0.05,0.05,n.a,0.1,n.a,0.1,n.a,0.05,0.05
LUXE,WHOL,HC3,0.05,0.05,0.05,0.05,n.a,0.1,n.a,0.1,n.a,0.05,0.05
LUXE,WHOL,DC,0.05,n.a,0.05,0.05,n.a,0.1,n.a,0.1,n.a,0.05,0.95
LUXE,WHOL,OS1,0,n.a,0,0,n.a,0,n.a,n.a,n.a,0,0
LUXE,WHOL,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LUXE,WHOL,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LUXE,WHOL,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LUXE,WHOL,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LUXE,WHOL,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LUXE,WHOL,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LUXE,WHOL,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LUXE,WHOL,OS2,0,n.a,0,0,n.a,0,n.a,n.a,n.a,0,0
LUXE,WHOL,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LUXE,WHOL,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LUXE,WHOL,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LUXE,WHOL,GAS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LUXE,WHOL,HF,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LUXE,WHOL,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LUXE,WHOL,MD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LUXE,WHOL,GSL,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LUXE,WHOL,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LUXE,WHOL,SUM,0.8,0.15,0.8,0.8,0,1,0,0.4,0,0.8,1.7
MALT,WHOL,BC1,0.3,n.a,0.3,0.3,n.a,0.3,n.a,n.a,n.a,0.3,0.3
MALT,WHOL,BC2,0.3,n.a,0.3,0.3,n.a,0.3,n.a,n.a,n.a,0.3,0.3
MALT,WHOL,HC1,0.05,0.05,0.05,0.05,n.a,0.1,n.a,0.1,n.a,0.05,0.05
MALT,WHOL,HC2,0.05,0.05,0.05,0.05,n.a,0.1,n.a,0.1,n.a,0.05,0.05
MALT,WHOL,HC3,0.05,0.05,0.05,0.05,n.a,0.1,n.a,0.1,n.a,0.05,0.05
MALT,WHOL,DC,0.05,n.a,0.05,0.05,n.a,0.2,n.a,0.1,n.a,0.05,0.95
MALT,WHOL,OS1,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
MALT,WHOL,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
MALT,WHOL,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
MALT,WHOL,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
MALT,WHOL,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
MALT,WHOL,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
MALT,WHOL,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
MALT,WHOL,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
MALT,WHOL,OS2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
MALT,WHOL,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
MALT,WHOL,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
MALT,WHOL,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
MALT,WHOL,GAS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
MALT,WHOL,HF,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
MALT,WHOL,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
MALT,WHOL,MD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
MALT,WHOL,GSL,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
MALT,WHOL,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
MALT,WHOL,SUM,0.8,0.15,0.8,0.8,0,1.1,0,0.4,0,0.8,1.7
NETH,WHOL,BC1,0.3,n.a,0.3,0.3,n.a,0.3,n.a,n.a,n.a,0.3,0.3
NETH,WHOL,BC2,0.3,n.a,0.3,0.3,n.a,0.3,n.a,n.a,n.a,0.3,0.3
NETH,WHOL,HC1,0.05,0.05,0.05,0.05,n.a,0.1,n.a,0.1,n.a,0.05,0.95
NETH,WHOL,HC2,0.05,0.05,0.05,0.05,n.a,0.1,n.a,0.1,n.a,0.05,0.95
NETH,WHOL,HC3,0.05,0.05,0.05,0.05,n.a,0.1,n.a,0.1,n.a,0.05,0.95
NETH,WHOL,DC,0.05,n.a,0.05,0.05,n.a,0.1,n.a,0.1,n.a,0.05,0.95
NETH,WHOL,OS1,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
NETH,WHOL,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
NETH,WHOL,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
NETH,WHOL,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
NETH,WHOL,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
NETH,WHOL,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
