Sulfur Content,,,,,,,,,,,,,
Pollutant: SO2,,,,,,,,,,,,,
Scenario: TSAP_Consultation_2014_v2 (ID: TSAP_Consultation_2014_v2),,,,,,,,,,,,,
Region: EU-28,,,,,,,,,,,,,
UserID: zig,,,,,,,,,,,,,
Unit: [%],,,,,,,,,,,,,
cou_abb,reg_abb,fuel,CON_COMB,PP_EX_WB,PP_EX_OTH,PP_NEW,PP_IGCC,DOM,TRA_RD,TRA_OT,TRA_OTS,IN_BO,IN_OC
FRAN,WHOL,HF,3.05,n.a,2.79,2.79,n.a,2.77,n.a,3.4,3.21,2.77,2.77
FRAN,WHOL,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
FRAN,WHOL,MD,0.3,n.a,0.3,0.3,n.a,0.3,0.3,0.3,0.98,0.3,0.3
FRAN,WHOL,GSL,0.01,n.a,0.01,0.01,n.a,0.01,0.01,0.01,n.a,0.01,0.01
FRAN,WHOL,LPG,0.08,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
FRAN,WHOL,SUM,12.35,2.9,11.29,11.28,0,11.26,0.31,10.76,4.19,11.265,11.265
GERM,WHOL,BC1,1.4,n.a,1.193,1.193,n.a,0.64,n.a,n.a,n.a,0.64,0.64
GERM,WHOL,BC2,0.3,n.a,0.32,0.32,n.a,0.35,n.a,n.a,n.a,0.35,0.35
GERM,WHOL,HC1,0.95,1,1,1,n.a,0.95,n.a,0.95,n.a,0.81,0.81
GERM,WHOL,HC2,0.95,1,1,1,n.a,0.95,n.a,0.95,n.a,0.81,0.81
GERM,WHOL,HC3,1,1,1,1,n.a,1,n.a,1,n.a,1,1
GERM,WHOL,DC,1,n.a,1,1,n.a,1,n.a,1,n.a,1,1
GERM,WHOL,OS1,0.02,n.a,0.026,0.026,n.a,0.02,n.a,n.a,n.a,0.02,0.02
GERM,WHOL,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GERM,WHOL,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GERM,WHOL,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GERM,WHOL,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GERM,WHOL,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GERM,WHOL,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GERM,WHOL,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GERM,WHOL,OS2,0.1,n.a,0.1,0.1,n.a,0.1,n.a,n.a,n.a,0.1,0.1
GERM,WHOL,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GERM,WHOL,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GERM,WHOL,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GERM,WHOL,GAS,0,n.a,0,0,n.a,0,0,0,n.a,0,0
GERM,WHOL,HF,2.12,n.a,1.92,1.7,n.a,1,n.a,1,1,1.6,1.6
GERM,WHOL,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GERM,WHOL,MD,0.2,n.a,0.2,0.2,n.a,0.2,0.2,0.2,0.2,0.2,0.2
GERM,WHOL,GSL,0.01,n.a,0.01,0.01,n.a,0.01,0.01,0.01,n.a,0.01,0.01
GERM,WHOL,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GERM,WHOL,SUM,8.05,3,7.769,7.549,0,6.22,0.21,5.11,1.2,6.54,6.54
GREE,WHOL,BC1,0.5,n.a,1.4,1.4,n.a,0.5,n.a,0.5,n.a,0.5,0.5
GREE,WHOL,BC2,1,n.a,0.9,0.9,n.a,1,n.a,n.a,n.a,1,1
GREE,WHOL,HC1,1,1,1,1,n.a,1,n.a,1,n.a,1,1
GREE,WHOL,HC2,0.55,n.a,0.55,0.55,n.a,0.55,n.a,1,n.a,0.55,0.55
GREE,WHOL,HC3,0.43,n.a,0.43,0.43,n.a,0.43,n.a,1,n.a,0.43,0.43
GREE,WHOL,DC,0.7,n.a,0.7,0.7,n.a,1.5,n.a,0.8,n.a,0.8,0.8
GREE,WHOL,OS1,0.03,n.a,0.03,0.03,n.a,0.03,n.a,n.a,n.a,0.03,0.03
GREE,WHOL,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GREE,WHOL,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GREE,WHOL,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GREE,WHOL,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GREE,WHOL,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GREE,WHOL,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GREE,WHOL,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GREE,WHOL,OS2,0.1,n.a,0.1,0.1,n.a,0.1,n.a,n.a,n.a,0.1,0.1
GREE,WHOL,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GREE,WHOL,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GREE,WHOL,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GREE,WHOL,GAS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GREE,WHOL,HF,3.5,n.a,3,3,n.a,3,3,3.5,3.5,3.5,3.5
GREE,WHOL,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GREE,WHOL,MD,0.6,n.a,0.6,0.6,n.a,0.6,0.6,0.6,0.8,0.6,0.6
GREE,WHOL,GSL,0.05,n.a,0.05,0.05,n.a,0.05,0.05,0.05,n.a,0.05,0.05
GREE,WHOL,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
GREE,WHOL,SUM,8.46,1,8.76,8.76,0,8.76,3.65,8.45,4.3,8.56,8.56
HUNG,WHOL,BC1,2.8,n.a,2,2,n.a,1.31,n.a,2.8,n.a,2.8,2.8
HUNG,WHOL,BC2,1,n.a,1,1,n.a,1,n.a,n.a,n.a,1,1
HUNG,WHOL,HC1,2.5,2.5,2.5,2.5,n.a,2.5,n.a,2.5,n.a,2.5,2.5
HUNG,WHOL,HC2,1,1,1,1,n.a,1,n.a,1,n.a,1,1
HUNG,WHOL,HC3,1,1,1,1,n.a,1,n.a,1,n.a,1,1
HUNG,WHOL,DC,1.4,n.a,1.4,1.4,n.a,1.4,n.a,1.4,n.a,1.4,1.4
HUNG,WHOL,OS1,0.03,n.a,0.03,0.03,n.a,0.03,n.a,n.a,n.a,0.03,0.03
HUNG,WHOL,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
HUNG,WHOL,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
HUNG,WHOL,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
HUNG,WHOL,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
HUNG,WHOL,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
HUNG,WHOL,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
HUNG,WHOL,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
HUNG,WHOL,OS2,0.1,n.a,0.1,0.1,n.a,0.1,n.a,n.a,n.a,0.1,0.1
HUNG,WHOL,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
HUNG,WHOL,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
HUNG,WHOL,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
HUNG,WHOL,GAS,0,n.a,0,0,n.a,0,0,0,n.a,0,0
HUNG,WHOL,HF,3,n.a,1.7,1.7,n.a,1.5,n.a,2.6,2.6,1.72,1.72
HUNG,WHOL,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
HUNG,WHOL,MD,0.6,n.a,0.6,0.6,n.a,0.6,0.6,0.6,0.6,0.6,0.6
HUNG,WHOL,GSL,0.01,n.a,0.01,0.01,n.a,0.01,0.01,0.01,n.a,0.01,0.01
HUNG,WHOL,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
HUNG,WHOL,SUM,13.44,4.5,11.34,11.34,0,10.45,0.61,11.91,3.2,12.16,12.16
IREL,WHOL,BC1,0.45,n.a,0.142,0.142,n.a,0.2,n.a,0.142,n.a,0.45,0.45
IREL,WHOL,BC2,1,n.a,1,1,n.a,1,n.a,n.a,n.a,1,1
IREL,WHOL,HC1,1.2,0.85,0.85,0.85,n.a,0.99,n.a,1.2,n.a,1.01,1.01
IREL,WHOL,HC2,1,1,1,1,n.a,1,n.a,1,n.a,1,1
IREL,WHOL,HC3,1,1,1,1,n.a,1,n.a,1,n.a,1,1
IREL,WHOL,DC,0.8,n.a,0.8,0.8,n.a,0.5,n.a,0.8,n.a,0.8,0.8
IREL,WHOL,OS1,0.03,n.a,0.03,0.03,n.a,0.03,n.a,n.a,n.a,0.03,0.03
IREL,WHOL,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
IREL,WHOL,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
IREL,WHOL,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
IREL,WHOL,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
IREL,WHOL,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
IREL,WHOL,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
IREL,WHOL,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
IREL,WHOL,OS2,0.1,n.a,0.1,0.1,n.a,0.1,n.a,n.a,n.a,0.1,0.1
IREL,WHOL,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
IREL,WHOL,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
IREL,WHOL,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
IREL,WHOL,GAS,0,n.a,0,0,n.a,0,0,0,n.a,0,0
IREL,WHOL,HF,4,n.a,3.5,3.5,n.a,2,n.a,3.5,3.5,2.8,2.8
IREL,WHOL,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
IREL,WHOL,MD,0.5,n.a,0.5,0.5,n.a,0.5,0.5,0.5,0.5,0.5,0.5
IREL,WHOL,GSL,0.01,n.a,0.01,0.01,n.a,0.01,0.01,0.01,n.a,0.085,0.01
IREL,WHOL,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
IREL,WHOL,SUM,10.09,2.85,8.932,8.932,0,7.33,0.51,8.152,4,8.775,8.7
ITAL,WHOL,BC1,1.2,n.a,1.2,1.2,n.a,1.2,n.a,1.2,n.a,1.2,1.2
ITAL,WHOL,BC2,1,n.a,1,1,n.a,1,n.a,n.a,n.a,1,1
ITAL,WHOL,HC1,0.54,1,1,1,n.a,1,n.a,1,n.a,0.54,0.2
ITAL,WHOL,HC2,1,0.6,0.6,0.6,n.a,1,n.a,1,n.a,1,1
ITAL,WHOL,HC3,1,1,1,1,n.a,1,n.a,1,n.a,1,1
ITAL,WHOL,DC,0.8,n.a,0.8,0.8,n.a,0.8,n.a,0.8,n.a,0.8,0.8
ITAL,WHOL,OS1,0.03,n.a,0.03,0.03,n.a,0.01,n.a,n.a,n.a,0.03,0.03
ITAL,WHOL,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ITAL,WHOL,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ITAL,WHOL,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ITAL,WHOL,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ITAL,WHOL,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ITAL,WHOL,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ITAL,WHOL,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ITAL,WHOL,OS2,0.1,n.a,0.1,0.1,n.a,0.1,n.a,n.a,n.a,0.1,0.1
ITAL,WHOL,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ITAL,WHOL,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ITAL,WHOL,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ITAL,WHOL,GAS,n.a,n.a,0.004,0.004,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ITAL,WHOL,HF,3.1,n.a,4,4,n.a,0.3,n.a,3.2,3.2,0.4,0.4
ITAL,WHOL,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ITAL,WHOL,MD,0.8,n.a,0.8,0.8,n.a,0.8,0.8,0.8,0.3,0.8,0.8
ITAL,WHOL,GSL,0.01,n.a,0.01,0.01,n.a,0.01,0.01,0.01,n.a,0.01,0.01
ITAL,WHOL,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ITAL,WHOL,SUM,9.58,2.6,10.544,10.544,0,7.22,0.81,9.01,3.5,6.88,6.54
LATV,WHOL,BC1,0.03,n.a,0.03,0.03,n.a,0.03,n.a,0.03,n.a,0.03,0.03
LATV,WHOL,BC2,1,n.a,1,1,n.a,1,n.a,n.a,n.a,1,1
LATV,WHOL,HC1,1.8,1.8,1.8,1.8,n.a,1.6,n.a,1,n.a,1.8,1.8
LATV,WHOL,HC2,1,1,1,1,n.a,1,n.a,1,n.a,1,1
LATV,WHOL,HC3,1,1,1,1,n.a,1,n.a,1,n.a,1,1
LATV,WHOL,DC,0.7,n.a,0.7,0.7,n.a,0.7,n.a,0.7,n.a,2.1,2.1
LATV,WHOL,OS1,0.016,n.a,0.016,0.016,n.a,0.014,n.a,n.a,n.a,0.016,0.016
LATV,WHOL,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LATV,WHOL,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LATV,WHOL,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LATV,WHOL,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LATV,WHOL,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LATV,WHOL,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LATV,WHOL,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LATV,WHOL,OS2,0.1,n.a,0.3,0.3,n.a,n.a,n.a,n.a,n.a,0.3,0.3
LATV,WHOL,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LATV,WHOL,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LATV,WHOL,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LATV,WHOL,GAS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LATV,WHOL,HF,1.9,n.a,2.3,2.3,n.a,1.51,n.a,2.3,1.5,2.3,2.3
LATV,WHOL,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LATV,WHOL,MD,0.6,n.a,0.6,0.6,n.a,0.6,0.6,0.6,0.6,0.6,0.6
LATV,WHOL,GSL,0.02,n.a,0.02,0.02,n.a,0.02,0.02,0.02,n.a,0.02,0.02
LATV,WHOL,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LATV,WHOL,SUM,8.166,3.8,8.766,8.766,0,7.474,0.62,6.65,2.1,10.166,10.166
LITH,WHOL,BC1,0.54,n.a,0.54,0.54,n.a,0.54,n.a,0.54,n.a,0.54,0.54
LITH,WHOL,BC2,1,n.a,1,1,n.a,1,n.a,n.a,n.a,1,1
LITH,WHOL,HC1,1.7,1.7,1.7,1.7,n.a,2.63,n.a,1.2,n.a,1.7,1.7
LITH,WHOL,HC2,1,1,1,1,n.a,1,n.a,1,n.a,1,1
LITH,WHOL,HC3,1,1,1,1,n.a,1,n.a,1,n.a,1,1
LITH,WHOL,DC,0.7,n.a,0.7,0.7,n.a,0.7,n.a,0.7,n.a,2.1,2.1
LITH,WHOL,OS1,0.03,n.a,0.03,0.03,n.a,0.053,n.a,n.a,n.a,0.03,0.03
LITH,WHOL,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LITH,WHOL,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LITH,WHOL,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LITH,WHOL,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LITH,WHOL,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LITH,WHOL,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LITH,WHOL,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LITH,WHOL,OS2,0.1,n.a,0.1,0.1,n.a,0.1,n.a,n.a,n.a,0.1,0.1
LITH,WHOL,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LITH,WHOL,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LITH,WHOL,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LITH,WHOL,GAS,0,n.a,0,0,n.a,0,0,0,n.a,0,0
LITH,WHOL,HF,1.9,n.a,2.2,2.2,n.a,2.4,n.a,1.5,1.5,2.34,2.34
LITH,WHOL,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LITH,WHOL,MD,0.6,n.a,0.6,0.6,n.a,0.6,0.6,0.6,0.6,0.6,0.6
LITH,WHOL,GSL,0.01,n.a,0.01,0.01,n.a,0.01,0.01,0.01,n.a,0.01,0.01
LITH,WHOL,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LITH,WHOL,SUM,8.58,3.7,8.88,8.88,0,10.033,0.61,6.55,2.1,10.42,10.42
LUXE,WHOL,BC1,0.45,n.a,0.45,0.45,n.a,0.45,n.a,0.45,n.a,0.45,0.45
LUXE,WHOL,BC2,1,n.a,1,1,n.a,1,n.a,n.a,n.a,1,1
LUXE,WHOL,HC1,0.9,0.9,0.9,0.9,n.a,0.9,n.a,0.9,n.a,0.9,0.9
LUXE,WHOL,HC2,1,1,1,1,n.a,1,n.a,1,n.a,1,1
LUXE,WHOL,HC3,1,1,1,1,n.a,1,n.a,1,n.a,1,1
LUXE,WHOL,DC,0.8,n.a,0.8,0.8,n.a,0.8,n.a,0.8,n.a,0.8,0.8
LUXE,WHOL,OS1,0.03,n.a,0.03,0.03,n.a,0.03,n.a,n.a,n.a,0.03,0.03
LUXE,WHOL,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LUXE,WHOL,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LUXE,WHOL,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LUXE,WHOL,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LUXE,WHOL,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LUXE,WHOL,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LUXE,WHOL,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LUXE,WHOL,OS2,0.1,n.a,0.1,0.1,n.a,0.1,n.a,n.a,n.a,0.1,0.1
LUXE,WHOL,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LUXE,WHOL,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LUXE,WHOL,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LUXE,WHOL,GAS,0,n.a,0,0,n.a,0,0,0,n.a,0,0
LUXE,WHOL,HF,3.5,n.a,3.5,3.5,n.a,3.5,n.a,3.5,3.5,2.61,2.61
LUXE,WHOL,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LUXE,WHOL,MD,0.4,n.a,0.4,0.4,n.a,0.4,0.4,0.4,0.4,0.4,0.4
LUXE,WHOL,GSL,0.01,n.a,0.01,0.01,n.a,0.01,0.01,0.01,n.a,0.01,0.01
LUXE,WHOL,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
LUXE,WHOL,SUM,9.19,2.9,9.19,9.19,0,9.19,0.41,8.06,3.9,8.3,8.3
MALT,WHOL,BC1,0.6,n.a,0.6,0.6,n.a,0.6,n.a,0.6,n.a,0.6,0.6
MALT,WHOL,BC2,0.6,n.a,0.6,0.6,n.a,0.6,n.a,n.a,n.a,0.6,0.6
MALT,WHOL,HC1,1,1,1,1,n.a,1,n.a,1,n.a,1,1
MALT,WHOL,HC2,1,1,1,1,n.a,1,n.a,1,n.a,1,1
MALT,WHOL,HC3,1,1,1,1,n.a,1,n.a,1,n.a,1,1
MALT,WHOL,DC,1,n.a,1,1,n.a,1,n.a,1,n.a,1,1
MALT,WHOL,OS1,0.02,n.a,0.02,0.02,n.a,0.02,n.a,n.a,n.a,0.02,0.02
MALT,WHOL,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
MALT,WHOL,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
MALT,WHOL,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
MALT,WHOL,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
MALT,WHOL,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
MALT,WHOL,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
MALT,WHOL,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
MALT,WHOL,OS2,0.1,n.a,0.1,0.1,n.a,0.1,n.a,n.a,n.a,0.1,0.1
MALT,WHOL,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
MALT,WHOL,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
MALT,WHOL,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
MALT,WHOL,GAS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
MALT,WHOL,HF,2.5,n.a,3.5,3.5,n.a,2,n.a,1,2.5,2,2
MALT,WHOL,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
MALT,WHOL,MD,0.5,n.a,0.5,0.5,n.a,0.5,0.5,0.5,0.5,0.5,0.5
MALT,WHOL,GSL,0.01,n.a,0.01,0.01,n.a,0.01,0.01,0.01,n.a,0.01,0.01
MALT,WHOL,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
MALT,WHOL,SUM,8.33,3,9.33,9.33,0,7.83,0.51,6.11,3,7.83,7.83
NETH,WHOL,BC1,0.3,n.a,0.3,0.3,n.a,0.3,n.a,0.3,n.a,0.3,0.3
NETH,WHOL,BC2,1,n.a,1,1,n.a,1,n.a,n.a,n.a,1,1
NETH,WHOL,HC1,0.75,0.75,0.75,0.75,n.a,0.75,n.a,0.75,n.a,0.75,0.075
NETH,WHOL,HC2,1,1,1,1,n.a,1,n.a,1,n.a,1,1
NETH,WHOL,HC3,1,1,1,1,n.a,1,n.a,1,n.a,1,1
NETH,WHOL,DC,0.8,n.a,0.8,0.8,n.a,0.8,n.a,0.8,n.a,0.8,0.8
NETH,WHOL,OS1,0.024,n.a,0.008,0.008,n.a,0.024,n.a,n.a,n.a,0.024,0.024
NETH,WHOL,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
NETH,WHOL,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
NETH,WHOL,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
NETH,WHOL,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
NETH,WHOL,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
NETH,WHOL,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
NETH,WHOL,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
NETH,WHOL,OS2,0.1,n.a,0.1,0.1,n.a,0.1,n.a,n.a,n.a,0.1,0.1
NETH,WHOL,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
NETH,WHOL,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
NETH,WHOL,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
