Sulfur Content,,,,,,,,,,,,,
Pollutant: SO2,,,,,,,,,,,,,
Scenario: ECLIPSE_V5a_CLE_base (ID: ECLIPSE_V5a_CLE_base),,,,,,,,,,,,,
Region: India (all GAINS Regions),,,,,,,,,,,,,
UserID: zig,,,,,,,,,,,,,
Unit: [%],,,,,,,,,,,,,
cou_abb,reg_abb,fuel,CON_COMB,PP_EX_WB,PP_EX_OTH,PP_NEW,PP_IGCC,DOM,TRA_RD,TRA_OT,TRA_OTS,IN_BO,IN_OC
INDI,WHIM,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,WHIM,GAS,0.1,n.a,0.002,0.002,n.a,0.002,0.002,0.002,n.a,0.002,0.002
INDI,WHIM,HF,3.8,n.a,3.8,3.8,n.a,3.8,n.a,3.8,3.8,3.8,3.8
INDI,WHIM,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,WHIM,MD,0.5,n.a,0.5,0.5,n.a,0.5,0.5,0.5,0.5,0.5,0.5
INDI,WHIM,GSL,0.2,n.a,0.2,0.2,n.a,0.2,0.2,0.2,n.a,0.2,0.2
INDI,WHIM,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,WHIM,SUM,8.89,1.6,8.892,8.892,0,8.802,0.702,7.752,4.3,8.792,8.792
INDI,JHAR,BC1,1,n.a,1,1,n.a,1,n.a,1,n.a,1,1
INDI,JHAR,BC2,1,n.a,1,1,n.a,1,n.a,n.a,n.a,1,1
INDI,JHAR,HC1,0.5,0.6,0.6,0.6,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,JHAR,HC2,0.5,0.5,0.5,0.5,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,JHAR,HC3,0.5,0.5,0.5,0.5,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,JHAR,DC,0.75,n.a,0.75,0.75,n.a,0.75,n.a,0.75,n.a,0.75,0.75
INDI,JHAR,OS1,0.01,n.a,0,0,n.a,0.02,n.a,n.a,n.a,0.01,0.01
INDI,JHAR,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,JHAR,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,JHAR,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,JHAR,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,JHAR,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,JHAR,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,JHAR,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,JHAR,OS2,0.03,n.a,0.03,0.03,n.a,0.07,n.a,n.a,n.a,0.03,0.03
INDI,JHAR,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,JHAR,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,JHAR,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,JHAR,GAS,0.1,n.a,0.002,0.002,n.a,0.002,0.002,0.002,n.a,0.002,0.002
INDI,JHAR,HF,3.8,n.a,3.8,3.8,n.a,3.8,n.a,3.8,3.8,3.8,3.8
INDI,JHAR,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,JHAR,MD,0.5,n.a,0.5,0.5,n.a,0.5,0.5,0.5,0.5,0.5,0.5
INDI,JHAR,GSL,0.2,n.a,0.2,0.2,n.a,0.2,0.2,0.2,n.a,0.2,0.2
INDI,JHAR,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,JHAR,SUM,8.89,1.6,8.882,8.882,0,8.842,0.702,7.752,4.3,8.792,8.792
INDI,KARN,BC1,1,n.a,1,1,n.a,1,n.a,1,n.a,1,1
INDI,KARN,BC2,1,n.a,1,1,n.a,1,n.a,n.a,n.a,1,1
INDI,KARN,HC1,0.5,0.6,0.6,0.6,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,KARN,HC2,0.5,0.5,0.5,0.5,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,KARN,HC3,0.5,0.5,0.5,0.5,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,KARN,DC,0.75,n.a,0.75,0.75,n.a,0.75,n.a,0.75,n.a,0.75,0.75
INDI,KARN,OS1,0.01,n.a,0,0,n.a,0.02,n.a,n.a,n.a,0.01,0.01
INDI,KARN,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,KARN,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,KARN,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,KARN,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,KARN,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,KARN,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,KARN,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,KARN,OS2,0.03,n.a,0.03,0.03,n.a,0.03,n.a,n.a,n.a,0.03,0.03
INDI,KARN,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,KARN,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,KARN,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,KARN,GAS,0.1,n.a,0.002,0.002,n.a,0.002,0.002,0.002,n.a,0.002,0.002
INDI,KARN,HF,3.8,n.a,3.8,3.8,n.a,3.8,n.a,3.8,3.8,3.8,3.8
INDI,KARN,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,KARN,MD,0.5,n.a,0.5,0.5,n.a,0.5,0.5,0.5,0.5,0.5,0.5
INDI,KARN,GSL,0.2,n.a,0.2,0.2,n.a,0.2,0.2,0.2,n.a,0.2,0.2
INDI,KARN,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,KARN,SUM,8.89,1.6,8.882,8.882,0,8.802,0.702,7.752,4.3,8.792,8.792
INDI,KERA,BC1,1,n.a,1,1,n.a,1,n.a,1,n.a,1,1
INDI,KERA,BC2,1,n.a,1,1,n.a,1,n.a,n.a,n.a,1,1
INDI,KERA,HC1,0.5,0.6,0.6,0.6,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,KERA,HC2,0.5,0.5,0.5,0.5,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,KERA,HC3,0.5,0.5,0.5,0.5,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,KERA,DC,0.75,n.a,0.75,0.75,n.a,0.75,n.a,0.75,n.a,0.75,0.75
INDI,KERA,OS1,0.01,n.a,0.01,0.01,n.a,0.02,n.a,n.a,n.a,0.01,0.01
INDI,KERA,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,KERA,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,KERA,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,KERA,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,KERA,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,KERA,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,KERA,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,KERA,OS2,0.03,n.a,0.03,0.03,n.a,0.06,n.a,n.a,n.a,0.03,0.03
INDI,KERA,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,KERA,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,KERA,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,KERA,GAS,0.1,n.a,0.002,0.002,n.a,0.002,0.002,0.002,n.a,0.002,0.002
INDI,KERA,HF,3.8,n.a,3.8,3.8,n.a,3.8,n.a,3.8,3.8,3.8,3.8
INDI,KERA,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,KERA,MD,0.5,n.a,0.5,0.5,n.a,0.5,0.5,0.5,0.5,0.5,0.5
INDI,KERA,GSL,0.2,n.a,0.2,0.2,n.a,0.2,0.2,0.2,n.a,0.2,0.2
INDI,KERA,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,KERA,SUM,8.89,1.6,8.892,8.892,0,8.832,0.702,7.752,4.3,8.792,8.792
INDI,MAPR,BC1,1,n.a,1,1,n.a,1,n.a,1,n.a,1,1
INDI,MAPR,BC2,1,n.a,1,1,n.a,1,n.a,n.a,n.a,1,1
INDI,MAPR,HC1,0.5,0.6,0.6,0.6,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,MAPR,HC2,0.5,0.5,0.5,0.5,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,MAPR,HC3,0.5,0.5,0.5,0.5,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,MAPR,DC,0.75,n.a,0.75,0.75,n.a,0.75,n.a,0.75,n.a,0.75,0.75
INDI,MAPR,OS1,0.01,n.a,0,0,n.a,0.02,n.a,n.a,n.a,0.01,0.01
INDI,MAPR,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,MAPR,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,MAPR,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,MAPR,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,MAPR,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,MAPR,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,MAPR,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,MAPR,OS2,0.03,n.a,0.03,0.03,n.a,0.05,n.a,n.a,n.a,0.03,0.03
INDI,MAPR,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,MAPR,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,MAPR,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,MAPR,GAS,0.1,n.a,0.002,0.002,n.a,0.002,0.002,0.002,n.a,0.002,0.002
INDI,MAPR,HF,3.8,n.a,3.8,3.8,n.a,3.8,n.a,3.8,3.8,3.8,3.8
INDI,MAPR,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,MAPR,MD,0.5,n.a,0.5,0.5,n.a,0.5,0.5,0.5,0.5,0.5,0.5
INDI,MAPR,GSL,0.2,n.a,0.2,0.2,n.a,0.2,0.2,0.2,n.a,0.2,0.2
INDI,MAPR,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,MAPR,SUM,8.89,1.6,8.882,8.882,0,8.822,0.702,7.752,4.3,8.792,8.792
INDI,MAHA,BC1,1,n.a,1,1,n.a,1,n.a,1,n.a,1,1
INDI,MAHA,BC2,1,n.a,1,1,n.a,1,n.a,n.a,n.a,1,1
INDI,MAHA,HC1,0.5,0.6,0.6,0.6,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,MAHA,HC2,0.5,0.5,0.5,0.5,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,MAHA,HC3,0.5,0.5,0.5,0.5,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,MAHA,DC,0.75,n.a,0.75,0.75,n.a,0.75,n.a,0.75,n.a,0.75,0.75
INDI,MAHA,OS1,0.01,n.a,0,0,n.a,0.02,n.a,n.a,n.a,0.01,0.01
INDI,MAHA,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,MAHA,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,MAHA,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,MAHA,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,MAHA,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,MAHA,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,MAHA,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,MAHA,OS2,0.03,n.a,0.03,0.03,n.a,0.04,n.a,n.a,n.a,0.03,0.03
INDI,MAHA,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,MAHA,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,MAHA,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,MAHA,GAS,0.1,n.a,0.002,0.002,n.a,0.002,0.002,0.002,n.a,0.002,0.002
INDI,MAHA,HF,3.8,n.a,3.8,3.8,n.a,3.8,n.a,3.8,3.8,3.8,3.8
INDI,MAHA,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,MAHA,MD,0.5,n.a,0.5,0.5,n.a,0.5,0.5,0.5,0.5,0.5,0.5
INDI,MAHA,GSL,0.2,n.a,0.2,0.2,n.a,0.2,0.2,0.2,n.a,0.2,0.2
INDI,MAHA,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,MAHA,SUM,8.89,1.6,8.882,8.882,0,8.812,0.702,7.752,4.3,8.792,8.792
INDI,EHIM,BC1,1,n.a,1,1,n.a,1,n.a,1,n.a,1,1
INDI,EHIM,BC2,1,n.a,1,1,n.a,1,n.a,n.a,n.a,1,1
INDI,EHIM,HC1,0.5,0.6,0.6,0.6,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,EHIM,HC2,0.5,0.5,0.5,0.5,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,EHIM,HC3,0.5,0.5,0.5,0.5,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,EHIM,DC,0.75,n.a,0.75,0.75,n.a,0.75,n.a,0.75,n.a,0.75,0.75
INDI,EHIM,OS1,0.01,n.a,0.01,0.01,n.a,0.02,n.a,n.a,n.a,0.01,0.01
INDI,EHIM,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,EHIM,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,EHIM,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,EHIM,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,EHIM,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,EHIM,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,EHIM,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,EHIM,OS2,0.03,n.a,0.03,0.03,n.a,0.05,n.a,n.a,n.a,0.03,0.03
INDI,EHIM,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,EHIM,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,EHIM,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,EHIM,GAS,0.1,n.a,0.002,0.002,n.a,0.002,0.002,0.002,n.a,0.002,0.002
INDI,EHIM,HF,3.8,n.a,3.8,3.8,n.a,3.8,n.a,3.8,3.8,3.8,3.8
INDI,EHIM,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,EHIM,MD,0.5,n.a,0.5,0.5,n.a,0.5,0.5,0.5,0.5,0.5,0.5
INDI,EHIM,GSL,0.2,n.a,0.2,0.2,n.a,0.2,0.2,0.2,n.a,0.2,0.2
INDI,EHIM,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,EHIM,SUM,8.89,1.6,8.892,8.892,0,8.822,0.702,7.752,4.3,8.792,8.792
INDI,ORIS,BC1,1,n.a,1,1,n.a,1,n.a,1,n.a,1,1
INDI,ORIS,BC2,1,n.a,1,1,n.a,1,n.a,n.a,n.a,1,1
INDI,ORIS,HC1,0.5,0.6,0.6,0.6,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,ORIS,HC2,0.5,0.5,0.5,0.5,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,ORIS,HC3,0.5,0.5,0.5,0.5,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,ORIS,DC,0.75,n.a,0.75,0.75,n.a,0.75,n.a,0.75,n.a,0.75,0.75
INDI,ORIS,OS1,0.01,n.a,0,0,n.a,0.02,n.a,n.a,n.a,0.01,0.01
INDI,ORIS,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,ORIS,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,ORIS,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,ORIS,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,ORIS,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,ORIS,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,ORIS,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,ORIS,OS2,0.03,n.a,0.03,0.03,n.a,0.06,n.a,n.a,n.a,0.03,0.03
INDI,ORIS,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,ORIS,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,ORIS,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,ORIS,GAS,0.1,n.a,0.002,0.002,n.a,0.002,0.002,0.002,n.a,0.002,0.002
INDI,ORIS,HF,3.8,n.a,3.8,3.8,n.a,3.8,n.a,3.8,3.8,3.8,3.8
INDI,ORIS,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,ORIS,MD,0.5,n.a,0.5,0.5,n.a,0.5,0.5,0.5,0.5,0.5,0.5
INDI,ORIS,GSL,0.2,n.a,0.2,0.2,n.a,0.2,0.2,0.2,n.a,0.2,0.2
INDI,ORIS,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,ORIS,SUM,8.89,1.6,8.882,8.882,0,8.832,0.702,7.752,4.3,8.792,8.792
INDI,PUNJ,BC1,1,n.a,1,1,n.a,1,n.a,1,n.a,1,1
INDI,PUNJ,BC2,1,n.a,1,1,n.a,1,n.a,n.a,n.a,1,1
INDI,PUNJ,HC1,0.5,0.6,0.6,0.6,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,PUNJ,HC2,0.5,0.5,0.5,0.5,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,PUNJ,HC3,0.5,0.5,0.5,0.5,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,PUNJ,DC,0.75,n.a,0.75,0.75,n.a,0.75,n.a,0.75,n.a,0.75,0.75
INDI,PUNJ,OS1,0.01,n.a,0,0,n.a,0.03,n.a,n.a,n.a,0.01,0.01
INDI,PUNJ,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,PUNJ,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,PUNJ,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,PUNJ,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,PUNJ,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,PUNJ,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,PUNJ,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,PUNJ,OS2,0.03,n.a,0.03,0.03,n.a,0.06,n.a,n.a,n.a,0.03,0.03
INDI,PUNJ,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,PUNJ,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,PUNJ,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,PUNJ,GAS,0.1,n.a,0.002,0.002,n.a,0.002,0.002,0.002,n.a,0.002,0.002
INDI,PUNJ,HF,3.8,n.a,3.8,3.8,n.a,3.8,n.a,3.8,3.8,3.8,3.8
INDI,PUNJ,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,PUNJ,MD,0.5,n.a,0.5,0.5,n.a,0.5,0.5,0.5,0.5,0.5,0.5
INDI,PUNJ,GSL,0.2,n.a,0.2,0.2,n.a,0.2,0.2,0.2,n.a,0.2,0.2
INDI,PUNJ,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,PUNJ,SUM,8.89,1.6,8.882,8.882,0,8.842,0.702,7.752,4.3,8.792,8.792
INDI,RAJA,BC1,1,n.a,1,1,n.a,1,n.a,1,n.a,1,1
INDI,RAJA,BC2,1,n.a,1,1,n.a,1,n.a,n.a,n.a,1,1
INDI,RAJA,HC1,0.5,0.6,0.6,0.6,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,RAJA,HC2,0.5,0.5,0.5,0.5,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,RAJA,HC3,0.5,0.5,0.5,0.5,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,RAJA,DC,0.75,n.a,0.75,0.75,n.a,0.75,n.a,0.75,n.a,0.75,0.75
INDI,RAJA,OS1,0.01,n.a,0.01,0.01,n.a,0.02,n.a,n.a,n.a,0.01,0.01
INDI,RAJA,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,RAJA,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,RAJA,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,RAJA,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,RAJA,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,RAJA,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,RAJA,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,RAJA,OS2,0.03,n.a,0.03,0.03,n.a,0.07,n.a,n.a,n.a,0.03,0.03
INDI,RAJA,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,RAJA,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,RAJA,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,RAJA,GAS,0.1,n.a,0.002,0.002,n.a,0.002,0.002,0.002,n.a,0.002,0.002
INDI,RAJA,HF,3.8,n.a,3.8,3.8,n.a,3.8,n.a,3.8,3.8,3.8,3.8
INDI,RAJA,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,RAJA,MD,0.5,n.a,0.5,0.5,n.a,0.5,0.5,0.5,0.5,0.5,0.5
INDI,RAJA,GSL,0.2,n.a,0.2,0.2,n.a,0.2,0.2,0.2,n.a,0.2,0.2
INDI,RAJA,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,RAJA,SUM,8.89,1.6,8.892,8.892,0,8.842,0.702,7.752,4.3,8.792,8.792
INDI,TAMI,BC1,1,n.a,1,1,n.a,1,n.a,1,n.a,1,1
INDI,TAMI,BC2,1,n.a,1,1,n.a,1,n.a,n.a,n.a,1,1
INDI,TAMI,HC1,0.5,0.6,0.6,0.6,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,TAMI,HC2,0.5,0.5,0.5,0.5,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,TAMI,HC3,0.5,0.5,0.5,0.5,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,TAMI,DC,0.75,n.a,0.75,0.75,n.a,0.75,n.a,0.75,n.a,0.75,0.75
INDI,TAMI,OS1,0.01,n.a,0,0,n.a,0.02,n.a,n.a,n.a,0.01,0.01
INDI,TAMI,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,TAMI,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,TAMI,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,TAMI,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,TAMI,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,TAMI,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
