em,sector,year,proxy_file,proxybackup_file
N2O,RCO,1801,N2O_1801_RCO,population_1801
N2O,RCO,1802,N2O_1802_RCO,population_1802
N2O,RCO,1803,N2O_1803_RCO,population_1803
N2O,RCO,1804,N2O_1804_RCO,population_1804
N2O,RCO,1805,N2O_1805_RCO,population_1805
N2O,RCO,1806,N2O_1806_RCO,population_1806
N2O,RCO,1807,N2O_1807_RCO,population_1807
N2O,RCO,1808,N2O_1808_RCO,population_1808
N2O,RCO,1809,N2O_1809_RCO,population_1809
N2O,RCO,1810,N2O_1810_RCO,population_1810
N2O,RCO,1811,N2O_1811_RCO,population_1811
N2O,RCO,1812,N2O_1812_RCO,population_1812
N2O,RCO,1813,N2O_1813_RCO,population_1813
N2O,RCO,1814,N2O_1814_RCO,population_1814
N2O,RCO,1815,N2O_1815_RCO,population_1815
N2O,RCO,1816,N2O_1816_RCO,population_1816
N2O,RCO,1817,N2O_1817_RCO,population_1817
N2O,RCO,1818,N2O_1818_RCO,population_1818
N2O,RCO,1819,N2O_1819_RCO,population_1819
N2O,RCO,1820,N2O_1820_RCO,population_1820
N2O,RCO,1821,N2O_1821_RCO,population_1821
N2O,RCO,1822,N2O_1822_RCO,population_1822
N2O,RCO,1823,N2O_1823_RCO,population_1823
N2O,RCO,1824,N2O_1824_RCO,population_1824
N2O,RCO,1825,N2O_1825_RCO,population_1825
N2O,RCO,1826,N2O_1826_RCO,population_1826
N2O,RCO,1827,N2O_1827_RCO,population_1827
N2O,RCO,1828,N2O_1828_RCO,population_1828
N2O,RCO,1829,N2O_1829_RCO,population_1829
N2O,RCO,1830,N2O_1830_RCO,population_1830
N2O,RCO,1831,N2O_1831_RCO,population_1831
N2O,RCO,1832,N2O_1832_RCO,population_1832
N2O,RCO,1833,N2O_1833_RCO,population_1833
N2O,RCO,1834,N2O_1834_RCO,population_1834
N2O,RCO,1835,N2O_1835_RCO,population_1835
N2O,RCO,1836,N2O_1836_RCO,population_1836
N2O,RCO,1837,N2O_1837_RCO,population_1837
N2O,RCO,1838,N2O_1838_RCO,population_1838
N2O,RCO,1839,N2O_1839_RCO,population_1839
N2O,RCO,1840,N2O_1840_RCO,population_1840
N2O,RCO,1841,N2O_1841_RCO,population_1841
N2O,RCO,1842,N2O_1842_RCO,population_1842
N2O,RCO,1843,N2O_1843_RCO,population_1843
N2O,RCO,1844,N2O_1844_RCO,population_1844
N2O,RCO,1845,N2O_1845_RCO,population_1845
N2O,RCO,1846,N2O_1846_RCO,population_1846
N2O,RCO,1847,N2O_1847_RCO,population_1847
N2O,RCO,1848,N2O_1848_RCO,population_1848
N2O,RCO,1849,N2O_1849_RCO,population_1849
N2O,RCO,1850,N2O_1850_RCO,population_1850
N2O,RCO,1851,N2O_1851_RCO,population_1851
N2O,RCO,1852,N2O_1852_RCO,population_1852
N2O,RCO,1853,N2O_1853_RCO,population_1853
N2O,RCO,1854,N2O_1854_RCO,population_1854
N2O,RCO,1855,N2O_1855_RCO,population_1855
N2O,RCO,1856,N2O_1856_RCO,population_1856
N2O,RCO,1857,N2O_1857_RCO,population_1857
N2O,RCO,1858,N2O_1858_RCO,population_1858
N2O,RCO,1859,N2O_1859_RCO,population_1859
N2O,RCO,1860,N2O_1860_RCO,population_1860
N2O,RCO,1861,N2O_1861_RCO,population_1861
N2O,RCO,1862,N2O_1862_RCO,population_1862
N2O,RCO,1863,N2O_1863_RCO,population_1863
N2O,RCO,1864,N2O_1864_RCO,population_1864
N2O,RCO,1865,N2O_1865_RCO,population_1865
N2O,RCO,1866,N2O_1866_RCO,population_1866
N2O,RCO,1867,N2O_1867_RCO,population_1867
N2O,RCO,1868,N2O_1868_RCO,population_1868
N2O,RCO,1869,N2O_1869_RCO,population_1869
N2O,RCO,1870,N2O_1870_RCO,population_1870
N2O,RCO,1871,N2O_1871_RCO,population_1871
N2O,RCO,1872,N2O_1872_RCO,population_1872
N2O,RCO,1873,N2O_1873_RCO,population_1873
N2O,RCO,1874,N2O_1874_RCO,population_1874
N2O,RCO,1875,N2O_1875_RCO,population_1875
N2O,RCO,1876,N2O_1876_RCO,population_1876
N2O,RCO,1877,N2O_1877_RCO,population_1877
N2O,RCO,1878,N2O_1878_RCO,population_1878
N2O,RCO,1879,N2O_1879_RCO,population_1879
N2O,RCO,1880,N2O_1880_RCO,population_1880
N2O,RCO,1881,N2O_1881_RCO,population_1881
N2O,RCO,1882,N2O_1882_RCO,population_1882
N2O,RCO,1883,N2O_1883_RCO,population_1883
N2O,RCO,1884,N2O_1884_RCO,population_1884
N2O,RCO,1885,N2O_1885_RCO,population_1885
N2O,RCO,1886,N2O_1886_RCO,population_1886
N2O,RCO,1887,N2O_1887_RCO,population_1887
N2O,RCO,1888,N2O_1888_RCO,population_1888
N2O,RCO,1889,N2O_1889_RCO,population_1889
N2O,RCO,1890,N2O_1890_RCO,population_1890
N2O,RCO,1891,N2O_1891_RCO,population_1891
N2O,RCO,1892,N2O_1892_RCO,population_1892
N2O,RCO,1893,N2O_1893_RCO,population_1893
N2O,RCO,1894,N2O_1894_RCO,population_1894
N2O,RCO,1895,N2O_1895_RCO,population_1895
N2O,RCO,1896,N2O_1896_RCO,population_1896
N2O,RCO,1897,N2O_1897_RCO,population_1897
N2O,RCO,1898,N2O_1898_RCO,population_1898
N2O,RCO,1899,N2O_1899_RCO,population_1899
N2O,RCO,1900,N2O_1900_RCO,population_1900
N2O,RCO,1901,N2O_1901_RCO,population_1901
N2O,RCO,1902,N2O_1902_RCO,population_1902
N2O,RCO,1903,N2O_1903_RCO,population_1903
N2O,RCO,1904,N2O_1904_RCO,population_1904
N2O,RCO,1905,N2O_1905_RCO,population_1905
N2O,RCO,1906,N2O_1906_RCO,population_1906
N2O,RCO,1907,N2O_1907_RCO,population_1907
N2O,RCO,1908,N2O_1908_RCO,population_1908
N2O,RCO,1909,N2O_1909_RCO,population_1909
N2O,RCO,1910,N2O_1910_RCO,population_1910
N2O,RCO,1911,N2O_1911_RCO,population_1911
N2O,RCO,1912,N2O_1912_RCO,population_1912
N2O,RCO,1913,N2O_1913_RCO,population_1913
N2O,RCO,1914,N2O_1914_RCO,population_1914
N2O,RCO,1915,N2O_1915_RCO,population_1915
N2O,RCO,1916,N2O_1916_RCO,population_1916
N2O,RCO,1917,N2O_1917_RCO,population_1917
N2O,RCO,1918,N2O_1918_RCO,population_1918
N2O,RCO,1919,N2O_1919_RCO,population_1919
N2O,RCO,1920,N2O_1920_RCO,population_1920
N2O,RCO,1921,N2O_1921_RCO,population_1921
N2O,RCO,1922,N2O_1922_RCO,population_1922
N2O,RCO,1923,N2O_1923_RCO,population_1923
N2O,RCO,1924,N2O_1924_RCO,population_1924
N2O,RCO,1925,N2O_1925_RCO,population_1925
N2O,RCO,1926,N2O_1926_RCO,population_1926
N2O,RCO,1927,N2O_1927_RCO,population_1927
N2O,RCO,1928,N2O_1928_RCO,population_1928
N2O,RCO,1929,N2O_1929_RCO,population_1929
N2O,RCO,1930,N2O_1930_RCO,population_1930
N2O,RCO,1931,N2O_1931_RCO,population_1931
N2O,RCO,1932,N2O_1932_RCO,population_1932
N2O,RCO,1933,N2O_1933_RCO,population_1933
N2O,RCO,1934,N2O_1934_RCO,population_1934
N2O,RCO,1935,N2O_1935_RCO,population_1935
N2O,RCO,1936,N2O_1936_RCO,population_1936
N2O,RCO,1937,N2O_1937_RCO,population_1937
N2O,RCO,1938,N2O_1938_RCO,population_1938
N2O,RCO,1939,N2O_1939_RCO,population_1939
N2O,RCO,1940,N2O_1940_RCO,population_1940
N2O,RCO,1941,N2O_1941_RCO,population_1941
N2O,RCO,1942,N2O_1942_RCO,population_1942
N2O,RCO,1943,N2O_1943_RCO,population_1943
N2O,RCO,1944,N2O_1944_RCO,population_1944
N2O,RCO,1945,N2O_1945_RCO,population_1945
N2O,RCO,1946,N2O_1946_RCO,population_1946
N2O,RCO,1947,N2O_1947_RCO,population_1947
N2O,RCO,1948,N2O_1948_RCO,population_1948
N2O,RCO,1949,N2O_1949_RCO,population_1949
N2O,RCO,1950,N2O_1950_RCO,population_1950
N2O,RCO,1951,N2O_1951_RCO,population_1951
N2O,RCO,1952,N2O_1952_RCO,population_1952
N2O,RCO,1953,N2O_1953_RCO,population_1953
N2O,RCO,1954,N2O_1954_RCO,population_1954
N2O,RCO,1955,N2O_1955_RCO,population_1955
N2O,RCO,1956,N2O_1956_RCO,population_1956
N2O,RCO,1957,N2O_1957_RCO,population_1957
N2O,RCO,1958,N2O_1958_RCO,population_1958
N2O,RCO,1959,N2O_1959_RCO,population_1959
N2O,RCO,1960,N2O_1960_RCO,population_1960
N2O,RCO,1961,N2O_1961_RCO,population_1961
N2O,RCO,1962,N2O_1962_RCO,population_1962
N2O,RCO,1963,N2O_1963_RCO,population_1963
N2O,RCO,1964,N2O_1964_RCO,population_1964
N2O,RCO,1965,N2O_1965_RCO,population_1965
N2O,RCO,1966,N2O_1966_RCO,population_1966
N2O,RCO,1967,N2O_1967_RCO,population_1967
N2O,RCO,1968,N2O_1968_RCO,population_1968
N2O,RCO,1969,N2O_1969_RCO,population_1969
N2O,RCO,1970,N2O_1970_RCO,population_1970
N2O,RCO,1971,N2O_1971_RCO,population_1971
N2O,RCO,1972,N2O_1972_RCO,population_1972
N2O,RCO,1973,N2O_1973_RCO,population_1973
N2O,RCO,1974,N2O_1974_RCO,population_1974
N2O,RCO,1975,N2O_1975_RCO,population_1975
N2O,RCO,1976,N2O_1976_RCO,population_1976
N2O,RCO,1977,N2O_1977_RCO,population_1977
N2O,RCO,1978,N2O_1978_RCO,population_1978
N2O,RCO,1979,N2O_1979_RCO,population_1979
N2O,RCO,1980,N2O_1980_RCO,population_1980
N2O,RCO,1981,N2O_1981_RCO,population_1981
N2O,RCO,1982,N2O_1982_RCO,population_1982
N2O,RCO,1983,N2O_1983_RCO,population_1983
N2O,RCO,1984,N2O_1984_RCO,population_1984
N2O,RCO,1985,N2O_1985_RCO,population_1985
N2O,RCO,1986,N2O_1986_RCO,population_1986
N2O,RCO,1987,N2O_1987_RCO,population_1987
N2O,RCO,1988,N2O_1988_RCO,population_1988
N2O,RCO,1989,N2O_1989_RCO,population_1989
N2O,RCO,1990,N2O_1990_RCO,population_1990
N2O,RCO,1991,N2O_1991_RCO,population_1991
N2O,RCO,1992,N2O_1992_RCO,population_1992
N2O,RCO,1993,N2O_1993_RCO,population_1993
N2O,RCO,1994,N2O_1994_RCO,population_1994
N2O,RCO,1995,N2O_1995_RCO,population_1995
N2O,RCO,1996,N2O_1996_RCO,population_1996
N2O,RCO,1997,N2O_1997_RCO,population_1997
N2O,RCO,1998,N2O_1998_RCO,population_1998
N2O,RCO,1999,N2O_1999_RCO,population_1999
N2O,RCO,2000,N2O_2000_RCO,population_2000
N2O,RCO,2001,N2O_2001_RCO,population_2001
N2O,RCO,2002,N2O_2002_RCO,population_2002
N2O,RCO,2003,N2O_2003_RCO,population_2003
N2O,RCO,2004,N2O_2004_RCO,population_2004
N2O,RCO,2005,N2O_2005_RCO,population_2005
N2O,RCO,2006,N2O_2006_RCO,population_2006
N2O,RCO,2007,N2O_2007_RCO,population_2007
N2O,RCO,2008,N2O_2008_RCO,population_2008
N2O,RCO,2009,N2O_2009_RCO,population_2009
N2O,RCO,2010,N2O_2010_RCO,population_2010
N2O,RCO,2011,N2O_2011_RCO,population_2011
N2O,RCO,2012,N2O_2012_RCO,population_2012
N2O,RCO,2013,N2O_2013_RCO,population_2013
N2O,RCO,2014,N2O_2014_RCO,population_2014
N2O,RCO,2015,N2O_2015_RCO,population_2015
BC,INPU,1750,BC_1970_INPU,population_1750
BC,INPU,1751,BC_1970_INPU,population_1751
BC,INPU,1752,BC_1970_INPU,population_1752
BC,INPU,1753,BC_1970_INPU,population_1753
BC,INPU,1754,BC_1970_INPU,population_1754
BC,INPU,1755,BC_1970_INPU,population_1755
BC,INPU,1756,BC_1970_INPU,population_1756
BC,INPU,1757,BC_1970_INPU,population_1757
BC,INPU,1758,BC_1970_INPU,population_1758
BC,INPU,1759,BC_1970_INPU,population_1759
BC,INPU,1760,BC_1970_INPU,population_1760
BC,INPU,1761,BC_1970_INPU,population_1761
BC,INPU,1762,BC_1970_INPU,population_1762
BC,INPU,1763,BC_1970_INPU,population_1763
BC,INPU,1764,BC_1970_INPU,population_1764
BC,INPU,1765,BC_1970_INPU,population_1765
BC,INPU,1766,BC_1970_INPU,population_1766
BC,INPU,1767,BC_1970_INPU,population_1767
BC,INPU,1768,BC_1970_INPU,population_1768
BC,INPU,1769,BC_1970_INPU,population_1769
BC,INPU,1770,BC_1970_INPU,population_1770
BC,INPU,1771,BC_1970_INPU,population_1771
BC,INPU,1772,BC_1970_INPU,population_1772
BC,INPU,1773,BC_1970_INPU,population_1773
BC,INPU,1774,BC_1970_INPU,population_1774
BC,INPU,1775,BC_1970_INPU,population_1775
BC,INPU,1776,BC_1970_INPU,population_1776
BC,INPU,1777,BC_1970_INPU,population_1777
BC,INPU,1778,BC_1970_INPU,population_1778
BC,INPU,1779,BC_1970_INPU,population_1779
BC,INPU,1780,BC_1970_INPU,population_1780
BC,INPU,1781,BC_1970_INPU,population_1781
BC,INPU,1782,BC_1970_INPU,population_1782
BC,INPU,1783,BC_1970_INPU,population_1783
BC,INPU,1784,BC_1970_INPU,population_1784
BC,INPU,1785,BC_1970_INPU,population_1785
BC,INPU,1786,BC_1970_INPU,population_1786
BC,INPU,1787,BC_1970_INPU,population_1787
BC,INPU,1788,BC_1970_INPU,population_1788
BC,INPU,1789,BC_1970_INPU,population_1789
BC,INPU,1790,BC_1970_INPU,population_1790
BC,INPU,1791,BC_1970_INPU,population_1791
BC,INPU,1792,BC_1970_INPU,population_1792
BC,INPU,1793,BC_1970_INPU,population_1793
BC,INPU,1794,BC_1970_INPU,population_1794
BC,INPU,1795,BC_1970_INPU,population_1795
BC,INPU,1796,BC_1970_INPU,population_1796
BC,INPU,1797,BC_1970_INPU,population_1797
BC,INPU,1798,BC_1970_INPU,population_1798
BC,INPU,1799,BC_1970_INPU,population_1799
BC,INPU,1800,BC_1970_INPU,population_1800
BC,INPU,1801,BC_1970_INPU,population_1801
BC,INPU,1802,BC_1970_INPU,population_1802
BC,INPU,1803,BC_1970_INPU,population_1803
BC,INPU,1804,BC_1970_INPU,population_1804
BC,INPU,1805,BC_1970_INPU,population_1805
BC,INPU,1806,BC_1970_INPU,population_1806
BC,INPU,1807,BC_1970_INPU,population_1807
BC,INPU,1808,BC_1970_INPU,population_1808
BC,INPU,1809,BC_1970_INPU,population_1809
BC,INPU,1810,BC_1970_INPU,population_1810
BC,INPU,1811,BC_1970_INPU,population_1811
BC,INPU,1812,BC_1970_INPU,population_1812
BC,INPU,1813,BC_1970_INPU,population_1813
BC,INPU,1814,BC_1970_INPU,population_1814
BC,INPU,1815,BC_1970_INPU,population_1815
BC,INPU,1816,BC_1970_INPU,population_1816
BC,INPU,1817,BC_1970_INPU,population_1817
BC,INPU,1818,BC_1970_INPU,population_1818
BC,INPU,1819,BC_1970_INPU,population_1819
BC,INPU,1820,BC_1970_INPU,population_1820
BC,INPU,1821,BC_1970_INPU,population_1821
BC,INPU,1822,BC_1970_INPU,population_1822
BC,INPU,1823,BC_1970_INPU,population_1823
BC,INPU,1824,BC_1970_INPU,population_1824
BC,INPU,1825,BC_1970_INPU,population_1825
BC,INPU,1826,BC_1970_INPU,population_1826
BC,INPU,1827,BC_1970_INPU,population_1827
BC,INPU,1828,BC_1970_INPU,population_1828
BC,INPU,1829,BC_1970_INPU,population_1829
BC,INPU,1830,BC_1970_INPU,population_1830
BC,INPU,1831,BC_1970_INPU,population_1831
BC,INPU,1832,BC_1970_INPU,population_1832
BC,INPU,1833,BC_1970_INPU,population_1833
BC,INPU,1834,BC_1970_INPU,population_1834
BC,INPU,1835,BC_1970_INPU,population_1835
BC,INPU,1836,BC_1970_INPU,population_1836
BC,INPU,1837,BC_1970_INPU,population_1837
BC,INPU,1838,BC_1970_INPU,population_1838
BC,INPU,1839,BC_1970_INPU,population_1839
BC,INPU,1840,BC_1970_INPU,population_1840
BC,INPU,1841,BC_1970_INPU,population_1841
BC,INPU,1842,BC_1970_INPU,population_1842
BC,INPU,1843,BC_1970_INPU,population_1843
BC,INPU,1844,BC_1970_INPU,population_1844
BC,INPU,1845,BC_1970_INPU,population_1845
BC,INPU,1846,BC_1970_INPU,population_1846
BC,INPU,1847,BC_1970_INPU,population_1847
BC,INPU,1848,BC_1970_INPU,population_1848
BC,INPU,1849,BC_1970_INPU,population_1849
BC,INPU,1850,BC_1970_INPU,population_1850
BC,INPU,1851,BC_1970_INPU,population_1851
BC,INPU,1852,BC_1970_INPU,population_1852
BC,INPU,1853,BC_1970_INPU,population_1853
BC,INPU,1854,BC_1970_INPU,population_1854
BC,INPU,1855,BC_1970_INPU,population_1855
BC,INPU,1856,BC_1970_INPU,population_1856
BC,INPU,1857,BC_1970_INPU,population_1857
BC,INPU,1858,BC_1970_INPU,population_1858
BC,INPU,1859,BC_1970_INPU,population_1859
BC,INPU,1860,BC_1970_INPU,population_1860
BC,INPU,1861,BC_1970_INPU,population_1861
BC,INPU,1862,BC_1970_INPU,population_1862
BC,INPU,1863,BC_1970_INPU,population_1863
BC,INPU,1864,BC_1970_INPU,population_1864
BC,INPU,1865,BC_1970_INPU,population_1865
BC,INPU,1866,BC_1970_INPU,population_1866
BC,INPU,1867,BC_1970_INPU,population_1867
BC,INPU,1868,BC_1970_INPU,population_1868
BC,INPU,1869,BC_1970_INPU,population_1869
BC,INPU,1870,BC_1970_INPU,population_1870
BC,INPU,1871,BC_1970_INPU,population_1871
BC,INPU,1872,BC_1970_INPU,population_1872
BC,INPU,1873,BC_1970_INPU,population_1873
BC,INPU,1874,BC_1970_INPU,population_1874
BC,INPU,1875,BC_1970_INPU,population_1875
BC,INPU,1876,BC_1970_INPU,population_1876
BC,INPU,1877,BC_1970_INPU,population_1877
BC,INPU,1878,BC_1970_INPU,population_1878
BC,INPU,1879,BC_1970_INPU,population_1879
BC,INPU,1880,BC_1970_INPU,population_1880
BC,INPU,1881,BC_1970_INPU,population_1881
BC,INPU,1882,BC_1970_INPU,population_1882
BC,INPU,1883,BC_1970_INPU,population_1883
BC,INPU,1884,BC_1970_INPU,population_1884
BC,INPU,1885,BC_1970_INPU,population_1885
BC,INPU,1886,BC_1970_INPU,population_1886
BC,INPU,1887,BC_1970_INPU,population_1887
BC,INPU,1888,BC_1970_INPU,population_1888
BC,INPU,1889,BC_1970_INPU,population_1889
BC,INPU,1890,BC_1970_INPU,population_1890
BC,INPU,1891,BC_1970_INPU,population_1891
BC,INPU,1892,BC_1970_INPU,population_1892
BC,INPU,1893,BC_1970_INPU,population_1893
BC,INPU,1894,BC_1970_INPU,population_1894
BC,INPU,1895,BC_1970_INPU,population_1895
BC,INPU,1896,BC_1970_INPU,population_1896
BC,INPU,1897,BC_1970_INPU,population_1897
BC,INPU,1898,BC_1970_INPU,population_1898
BC,INPU,1899,BC_1970_INPU,population_1899
BC,INPU,1900,BC_1970_INPU,population_1900
BC,INPU,1901,BC_1970_INPU,population_1901
BC,INPU,1902,BC_1970_INPU,population_1902
BC,INPU,1903,BC_1970_INPU,population_1903
BC,INPU,1904,BC_1970_INPU,population_1904
BC,INPU,1905,BC_1970_INPU,population_1905
BC,INPU,1906,BC_1970_INPU,population_1906
BC,INPU,1907,BC_1970_INPU,population_1907
BC,INPU,1908,BC_1970_INPU,population_1908
BC,INPU,1909,BC_1970_INPU,population_1909
BC,INPU,1910,BC_1970_INPU,population_1910
BC,INPU,1911,BC_1970_INPU,population_1911
BC,INPU,1912,BC_1970_INPU,population_1912
BC,INPU,1913,BC_1970_INPU,population_1913
BC,INPU,1914,BC_1970_INPU,population_1914
BC,INPU,1915,BC_1970_INPU,population_1915
BC,INPU,1916,BC_1970_INPU,population_1916
BC,INPU,1917,BC_1970_INPU,population_1917
BC,INPU,1918,BC_1970_INPU,population_1918
BC,INPU,1919,BC_1970_INPU,population_1919
BC,INPU,1920,BC_1970_INPU,population_1920
BC,INPU,1921,BC_1970_INPU,population_1921
BC,INPU,1922,BC_1970_INPU,population_1922
BC,INPU,1923,BC_1970_INPU,population_1923
BC,INPU,1924,BC_1970_INPU,population_1924
BC,INPU,1925,BC_1970_INPU,population_1925
BC,INPU,1926,BC_1970_INPU,population_1926
BC,INPU,1927,BC_1970_INPU,population_1927
BC,INPU,1928,BC_1970_INPU,population_1928
BC,INPU,1929,BC_1970_INPU,population_1929
BC,INPU,1930,BC_1970_INPU,population_1930
BC,INPU,1931,BC_1970_INPU,population_1931
BC,INPU,1932,BC_1970_INPU,population_1932
BC,INPU,1933,BC_1970_INPU,population_1933
BC,INPU,1934,BC_1970_INPU,population_1934
BC,INPU,1935,BC_1970_INPU,population_1935
BC,INPU,1936,BC_1970_INPU,population_1936
BC,INPU,1937,BC_1970_INPU,population_1937
BC,INPU,1938,BC_1970_INPU,population_1938
BC,INPU,1939,BC_1970_INPU,population_1939
BC,INPU,1940,BC_1970_INPU,population_1940
BC,INPU,1941,BC_1970_INPU,population_1941
BC,INPU,1942,BC_1970_INPU,population_1942
BC,INPU,1943,BC_1970_INPU,population_1943
BC,INPU,1944,BC_1970_INPU,population_1944
BC,INPU,1945,BC_1970_INPU,population_1945
BC,INPU,1946,BC_1970_INPU,population_1946
BC,INPU,1947,BC_1970_INPU,population_1947
BC,INPU,1948,BC_1970_INPU,population_1948
BC,INPU,1949,BC_1970_INPU,population_1949
BC,INPU,1950,BC_1970_INPU,population_1950
BC,INPU,1951,BC_1970_INPU,population_1951
BC,INPU,1952,BC_1970_INPU,population_1952
BC,INPU,1953,BC_1970_INPU,population_1953
BC,INPU,1954,BC_1970_INPU,population_1954
BC,INPU,1955,BC_1970_INPU,population_1955
BC,INPU,1956,BC_1970_INPU,population_1956
BC,INPU,1957,BC_1970_INPU,population_1957
BC,INPU,1958,BC_1970_INPU,population_1958
BC,INPU,1959,BC_1970_INPU,population_1959
BC,INPU,1960,BC_1970_INPU,population_1960
BC,INPU,1961,BC_1970_INPU,population_1961
BC,INPU,1962,BC_1970_INPU,population_1962
BC,INPU,1963,BC_1970_INPU,population_1963
BC,INPU,1964,BC_1970_INPU,population_1964
BC,INPU,1965,BC_1970_INPU,population_1965
BC,INPU,1966,BC_1970_INPU,population_1966
BC,INPU,1967,BC_1970_INPU,population_1967
BC,INPU,1968,BC_1970_INPU,population_1968
BC,INPU,1969,BC_1970_INPU,population_1969
BC,INPU,1970,BC_1970_INPU,population_1970
BC,INPU,1971,BC_1971_INPU,population_1971
BC,INPU,1972,BC_1972_INPU,population_1972
BC,INPU,1973,BC_1973_INPU,population_1973
BC,INPU,1974,BC_1974_INPU,population_1974
BC,INPU,1975,BC_1975_INPU,population_1975
BC,INPU,1976,BC_1976_INPU,population_1976
BC,INPU,1977,BC_1977_INPU,population_1977
BC,INPU,1978,BC_1978_INPU,population_1978
BC,INPU,1979,BC_1979_INPU,population_1979
BC,INPU,1980,BC_1980_INPU,population_1980
BC,INPU,1981,BC_1981_INPU,population_1981
BC,INPU,1982,BC_1982_INPU,population_1982
BC,INPU,1983,BC_1983_INPU,population_1983
BC,INPU,1984,BC_1984_INPU,population_1984
BC,INPU,1985,BC_1985_INPU,population_1985
BC,INPU,1986,BC_1986_INPU,population_1986
BC,INPU,1987,BC_1987_INPU,population_1987
BC,INPU,1988,BC_1988_INPU,population_1988
BC,INPU,1989,BC_1989_INPU,population_1989
BC,INPU,1990,BC_1990_INPU,population_1990
BC,INPU,1991,BC_1991_INPU,population_1991
BC,INPU,1992,BC_1992_INPU,population_1992
BC,INPU,1993,BC_1993_INPU,population_1993
BC,INPU,1994,BC_1994_INPU,population_1994
BC,INPU,1995,BC_1995_INPU,population_1995
BC,INPU,1996,BC_1996_INPU,population_1996
BC,INPU,1997,BC_1997_INPU,population_1997
BC,INPU,1998,BC_1998_INPU,population_1998
BC,INPU,1999,BC_1999_INPU,population_1999
BC,INPU,2000,BC_2000_INPU,population_2000
BC,INPU,2001,BC_2001_INPU,population_2001
BC,INPU,2002,BC_2002_INPU,population_2002
BC,INPU,2003,BC_2003_INPU,population_2003
BC,INPU,2004,BC_2004_INPU,population_2004
BC,INPU,2005,BC_2005_INPU,population_2005
BC,INPU,2006,BC_2006_INPU,population_2006
BC,INPU,2007,BC_2007_INPU,population_2007
BC,INPU,2008,BC_2008_INPU,population_2008
BC,INPU,2009,BC_2009_INPU,population_2009
BC,INPU,2010,BC_2010_INPU,population_2010
BC,INPU,2011,BC_2011_INPU,population_2011
BC,INPU,2012,BC_2012_INPU,population_2012
BC,INPU,2013,BC_2013_INPU,population_2013
BC,INPU,2014,BC_2014_INPU,population_2014
BC,INPU,2015,BC_2015_INPU,population_2015
CH4,INPU,1750,CH4_1970_INPU,population_1750
CH4,INPU,1751,CH4_1970_INPU,population_1751
CH4,INPU,1752,CH4_1970_INPU,population_1752
CH4,INPU,1753,CH4_1970_INPU,population_1753
CH4,INPU,1754,CH4_1970_INPU,population_1754
CH4,INPU,1755,CH4_1970_INPU,population_1755
CH4,INPU,1756,CH4_1970_INPU,population_1756
CH4,INPU,1757,CH4_1970_INPU,population_1757
CH4,INPU,1758,CH4_1970_INPU,population_1758
CH4,INPU,1759,CH4_1970_INPU,population_1759
CH4,INPU,1760,CH4_1970_INPU,population_1760
CH4,INPU,1761,CH4_1970_INPU,population_1761
CH4,INPU,1762,CH4_1970_INPU,population_1762
CH4,INPU,1763,CH4_1970_INPU,population_1763
CH4,INPU,1764,CH4_1970_INPU,population_1764
CH4,INPU,1765,CH4_1970_INPU,population_1765
CH4,INPU,1766,CH4_1970_INPU,population_1766
CH4,INPU,1767,CH4_1970_INPU,population_1767
CH4,INPU,1768,CH4_1970_INPU,population_1768
CH4,INPU,1769,CH4_1970_INPU,population_1769
CH4,INPU,1770,CH4_1970_INPU,population_1770
CH4,INPU,1771,CH4_1970_INPU,population_1771
CH4,INPU,1772,CH4_1970_INPU,population_1772
CH4,INPU,1773,CH4_1970_INPU,population_1773
CH4,INPU,1774,CH4_1970_INPU,population_1774
CH4,INPU,1775,CH4_1970_INPU,population_1775
CH4,INPU,1776,CH4_1970_INPU,population_1776
CH4,INPU,1777,CH4_1970_INPU,population_1777
CH4,INPU,1778,CH4_1970_INPU,population_1778
CH4,INPU,1779,CH4_1970_INPU,population_1779
CH4,INPU,1780,CH4_1970_INPU,population_1780
CH4,INPU,1781,CH4_1970_INPU,population_1781
CH4,INPU,1782,CH4_1970_INPU,population_1782
CH4,INPU,1783,CH4_1970_INPU,population_1783
CH4,INPU,1784,CH4_1970_INPU,population_1784
CH4,INPU,1785,CH4_1970_INPU,population_1785
CH4,INPU,1786,CH4_1970_INPU,population_1786
CH4,INPU,1787,CH4_1970_INPU,population_1787
CH4,INPU,1788,CH4_1970_INPU,population_1788
CH4,INPU,1789,CH4_1970_INPU,population_1789
CH4,INPU,1790,CH4_1970_INPU,population_1790
CH4,INPU,1791,CH4_1970_INPU,population_1791
CH4,INPU,1792,CH4_1970_INPU,population_1792
CH4,INPU,1793,CH4_1970_INPU,population_1793
CH4,INPU,1794,CH4_1970_INPU,population_1794
CH4,INPU,1795,CH4_1970_INPU,population_1795
CH4,INPU,1796,CH4_1970_INPU,population_1796
CH4,INPU,1797,CH4_1970_INPU,population_1797
CH4,INPU,1798,CH4_1970_INPU,population_1798
CH4,INPU,1799,CH4_1970_INPU,population_1799
CH4,INPU,1800,CH4_1970_INPU,population_1800
CH4,INPU,1801,CH4_1970_INPU,population_1801
CH4,INPU,1802,CH4_1970_INPU,population_1802
CH4,INPU,1803,CH4_1970_INPU,population_1803
CH4,INPU,1804,CH4_1970_INPU,population_1804
CH4,INPU,1805,CH4_1970_INPU,population_1805
