Annual Net emissions/removals in kt
Query results for — Party: Australia and 44 other(s) | Year: Base year and 29 other(s) | Category: 1.  Energy and 279 other(s) | Classification: Total for category | Type of value: Net emissions/removals | Gas: CO₂ | Unit: kt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,Year,Base year,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Last Inventory Year (2018)
European Union (KP),1.A.2.c  Chemicals,114402.81528532709,114402.81528532709,108119.64008804531,97931.77050327534,94663.6631111645,102189.44126314233,109152.45816619557,107467.1268716272,104662.18125259188,95987.92117593062,97269.80144200228,96830.10221077086,95222.96847120178,90320.81073385043,92127.80317941878,84884.67761214775,91292.45979078834,90336.91620028418,88968.01658240015,87723.2840982839,75819.70731110529,79521.96245944202,75808.3046529508,72537.66408421301,71624.5795590457,66479.22802158339,66486.65205753299,66695.69758696281,71489.57342637394,72500.67978305055
European Union (KP),"1.A.2.d  Pulp, Paper and Print",33595.50286060725,33595.50286060725,36007.83383638186,35041.002876412946,34433.57904649348,37044.716727256964,37472.56151939863,36690.5198971147,36945.27688275292,35271.0851032307,34134.94778985324,35425.920635108785,34081.14819354261,34272.765376247284,34329.75713319639,31409.370723414322,34104.08514737887,33346.40891464155,31918.757797054324,30570.18854869364,28058.782980959808,28636.61210786825,27540.60006000897,26819.9423421816,26552.726907517612,25002.430428358806,23636.250147830047,23982.132429565867,24158.428539041637,24134.30018847609
European Union (KP),"1.A.2.e  Food Processing, Beverages and Tobacco",51825.32774187093,51825.32774187093,55063.67115082265,54786.91020901168,56322.76102774444,57682.71239102875,60635.179683499395,61788.49223663221,59080.39545095737,56347.28046578187,56226.25833748363,54653.524980783055,55616.15849926591,55070.41971127835,53984.11754399417,51094.8149044768,49657.79386277451,45134.36588587031,44421.77386914916,42775.21909692499,37965.528449536556,39701.757971194726,37679.93564452687,37216.266375514526,37688.66058433453,37263.52648524758,37203.08677453277,37849.53268988094,39545.86542082589,39293.859712928854
European Union (KP),1.A.2.f  Non-metallic Minerals,131054.03478119768,131054.03478119768,124660.32461312215,122000.45307761393,116180.68295036178,119338.68032942327,122490.6788552344,124027.03544520492,122650.33054543244,120741.12516359026,119409.96642656856,120642.28958093029,119160.48612581752,117728.56084227242,121380.22793439677,120341.35286250211,123403.27560122545,122716.81553880723,125210.68164432408,118312.3618761119,94830.79298401429,96157.39538636198,94784.94462671333,89521.03825015252,80465.37373755686,82273.8281978606,83216.5879488464,84490.24688805333,84448.43325025962,86913.94779367225
European Union (KP),1.A.2.g  Other,296700.86288929306,296700.86288929306,272072.41299687437,265657.9447189017,254414.0995106353,230959.68213973285,228760.1960100065,231218.84464413192,223055.72149065472,221442.20699318426,216564.8965455554,211389.76542085735,206155.3304590943,200930.81247004622,203288.76267204835,196601.717515529,192865.83145496258,187333.97183275688,189483.38201555496,183963.294992756,159401.33812542362,166861.18320176104,159292.98470813764,155155.8808438059,155864.12537195694,150657.47648651796,156047.06179742265,159981.7462344836,164379.84826035955,164425.8159695865
European Union (KP),1.A.3  Transport,780337.5206340611,780337.5206340611,787923.0397218376,811114.7609902599,815467.3866374255,821437.580048457,832823.9624331082,858533.6500211736,869111.9538245978,897645.0504573898,916437.5190488787,913271.1681428282,927446.3775380373,939675.8914205595,949252.6432175743,969235.3767902155,969366.7780275341,977249.3099729593,987276.7705660873,962824.7475635471,936001.0985281772,930457.5371441883,918485.904963495,888024.5060674538,881749.8105031429,889065.0421335585,905766.2816618093,926259.581840193,940093.4243320684,940619.1102173147
European Union (KP),1.A.3.a  Domestic Aviation,14012.84946550706,14012.84946550706,13817.8374538339,14156.623976663202,13866.64587981248,14063.948294794904,15073.30348102866,16146.51466612439,16998.62247553563,17652.302941871083,18739.193211147725,19496.297491021956,19088.06135939495,18809.935750400644,18571.263880109476,19191.900584125735,19595.857705703464,19564.224793951118,19913.246892040916,19404.441143390148,18163.007119825474,17958.52612939314,17866.935440743924,16595.783200244387,15396.885856116358,15127.462790230453,15169.396472619306,15556.636187619593,16113.0803349131,16636.02522571375
European Union (KP),1.A.3.b  Road Transportation,717868.9602640932,717868.9602640932,726458.9888329771,749973.3333816387,756606.8030173933,762028.7879307235,772181.977743739,795353.281882864,806462.9166441032,833157.5276270561,851827.0184691319,850213.1981459125,865618.6084652365,878270.4022477076,888130.7779212145,906375.6645170309,906570.2109504204,914696.5977661128,925487.5515917854,902124.494192506,878735.8907216272,873982.3561821189,864429.3677301956,837011.834143168,833424.7305906125,843007.1577974429,858883.1407758412,878234.6816757614,890285.9822143744,889971.1529736499
European Union (KP),1.A.3.b.i  Cars,452414.5548954619,452414.5548954619,457891.3290617974,470776.28869557206,476280.94148557587,478008.83561235643,485554.74183114583,497832.14359921176,503400.9088466573,517519.10097895534,529502.8923480896,525398.879043237,533129.1812024993,543423.3289751057,546860.8665913756,553152.5992118488,549314.9269934591,549572.2103960408,555491.1684390135,546610.1427073864,539607.8628254543,530631.248562726,525420.3988194345,507009.42805252934,507726.2353895231,517733.94168609893,525715.1920427148,536746.8811515525,541957.480437042,538222.512283261
European Union (KP),1.A.3.b.ii  Light Duty Trucks,70812.59586929958,70812.59586929958,72646.95709108369,74561.7997851201,77361.4866661141,79770.07293225554,80779.04776026671,84730.44386138547,87903.24040712207,91910.88036648993,94552.28177201946,96857.30705513908,99869.42614240627,100799.09526161231,104371.45482661988,108193.93850981774,110035.4923028832,113082.55086019951,116556.7548634825,112443.93983946551,109463.4888146881,109608.51400975644,108162.73759927077,105712.03006156039,102416.71111027079,102840.616821402,104949.73196393222,107799.19278250812,110097.78010358085,112246.62239337401
European Union (KP),1.A.3.b.iii  Heavy Duty Trucks and Buses,185459.43067478694,185459.43067478694,186876.07766873328,194799.82044406864,193360.6646045795,194676.40225269468,195653.91247254773,202435.1279732123,204508.9632807695,212479.83946072124,216379.8912391099,216999.45257942504,221175.50678815568,222197.63334113552,224686.93766383128,232883.20151250984,235561.837002582,240708.23770492728,242074.64041897008,231360.3321107394,218305.45555031733,222541.9218489321,219729.5493672213,213475.22058930472,212653.9829999205,211723.05293645902,217618.68595186653,223027.48673850263,227504.49604541823,229139.20647591393
European Union (KP),1.A.3.b.iv  Motorcycles,8720.532361673006,8720.532361673006,8728.493520609385,9218.581243202478,9379.014166230872,9345.255394588936,9950.585781511754,10153.325022386365,10412.176538642188,11045.709752975936,11208.950205158531,10730.938902240923,10972.12747773432,11371.87357541099,11711.328465189392,11628.375750492694,11118.50998201077,10789.541860547157,10786.747192871775,10990.449996702633,10660.641298197696,10569.436828479254,10516.454227428205,10275.718407829432,10102.656889344442,10206.636816979355,10141.66629976727,10220.325474513582,10292.176972409576,9891.68656050526
European Union (KP),1.A.3.b.v  Other,461.8464628717906,461.8464628717906,316.1314907532913,616.8432136755022,224.69609489293578,228.22173882788667,243.68989826699124,202.2414266680496,237.6275709121742,201.9970679137112,183.00290475436702,226.6205658704462,472.3668544409382,478.4710944431516,500.19037419836025,517.5495323618705,539.4446694852588,544.0569443979394,578.2406774474199,719.6295382120002,698.442232969725,631.23493222515,600.227716840853,539.4370319440474,525.1442015537301,502.90953650364736,457.8645175603759,440.79552868454635,434.04865592362876,471.1252605956389
European Union (KP),1.A.3.c  Railways,13415.887706188101,13415.887706188101,12119.213117228948,12000.489041240386,11434.563936439865,10945.439538322487,10744.551545811413,10417.202536032788,10205.839754220771,9872.420081629287,9237.424274803612,9429.486512891517,8622.839556880432,8586.165986632452,8503.40833914788,8470.881727484852,7825.973792476635,7754.088858511146,8045.069120347021,7838.404925705253,7146.6280932381005,7151.1986977405,7156.950831525794,7039.45869487564,6735.630731790604,6348.524523792647,6305.435977929229,6222.4227333984,6140.6175850169475,5837.115030305587
European Union (KP),1.A.3.d  Domestic Navigation,29716.412909675306,29716.412909675306,30249.84923353429,29933.600278553447,28889.795512546276,30055.98747317221,29543.265906847653,30636.574367196063,29906.502896249927,31130.74772796194,30481.15540846916,27418.245285167708,27425.077676727597,27346.08270312452,27426.337377303335,27442.070818955835,27066.44598340225,26960.175726583042,26159.36850235696,25192.744397099683,24849.663140464385,24435.46554236984,22255.270418932425,21180.767397816682,19419.563165596217,18868.780974333906,19711.1582571494,20327.08769550278,21297.06777213025,21763.206270802577
European Union (KP),1.A.3.e  Other Transportation,5323.4102885973725,5323.4102885973725,5277.151084263442,5050.714312164094,4669.578291233613,4343.416811443899,5280.863755681511,5980.076568956474,5538.072054488191,5832.052078871361,6152.727685326355,6713.940707834527,6691.790479797692,6663.3047326942515,6620.855699799145,7754.859142618121,8308.289595531533,8274.222827801284,7671.534459557126,8264.662904846125,7105.909453022101,6929.990592565992,6777.3805420972085,6196.66263134907,6773.000159027227,5713.116047758669,5697.150178270136,5918.7535479108965,6256.676425633808,6411.61071684286
European Union (KP),1.A.3.e.i  Pipeline Transport,4546.714033011746,4546.714033011746,4628.319208197872,4389.258574511813,4021.983662404427,3654.3496109211487,4597.91625392801,5280.111549969582,4760.6182593164685,5038.06184034146,5341.592657450182,5890.308967311129,5874.015469224662,5811.925415336273,5741.69651719922,6810.353756046215,7302.530181164668,7218.385200982088,6584.907697196446,7115.015454033713,6181.483421962299,5982.793089824276,5817.358560729055,5264.837727545787,5836.207400106847,4761.590850167942,4724.462410225427,4911.390406317158,5213.8772015265995,5336.320654149678
European Union (KP),1.A.3.e.ii  Other,645.0501955856259,645.0501955856259,648.8318760655698,661.4558936852935,644.4984610492426,685.9713928132242,679.8510463752582,696.8694156536609,777.4541354171837,793.9907382436303,804.9430278761731,823.6317399508555,817.7750105730289,851.3793173579794,879.159182599925,953.8861196353754,1005.7594143668642,1055.8376268191973,1086.6267623606798,1149.647450812413,924.4260310598014,947.1975027417169,960.0219813681534,931.8249038032825,936.7927589203808,951.5251975907266,972.6877680447087,1007.3631415937392,1042.7992241072081,1075.2900626931814
European Union (KP),1.A.4  Other Sectors,797863.0192471044,797863.0192471044,847197.2473451605,792466.1566144758,808344.325387192,762706.7260302011,766618.088588948,832008.2141694957,781973.6117944968,769923.0607524969,758907.8391236132,735351.7528520689,782285.5448354334,751819.3564034068,765529.948525836,763098.3002296652,758941.9308823479,752000.766918059,674036.4650033328,720619.2377124261,702076.7134095561,745791.3866808797,654896.3718687828,669073.8868600251,673751.5350085596,584154.5851469457,612794.6870992283,622701.6830629053,617598.8709966816,606034.9808436477
European Union (KP),1.A.4.a  Commercial/Institutional,198024.7623040387,198024.7623040387,206313.12343128765,186312.54243807384,184543.1929471038,172193.1964844663,174238.11441352227,191614.64550974246,177437.04801555313,179347.42802985525,180566.49705977057,173060.9519088083,186180.6116988584,176469.97533337172,177317.60512413929,182123.7575664995,182072.60576943267,188563.12553248115,166961.0884472356,183626.81087010275,177256.56599146975,185400.3924924175,163999.63176771993,168378.15018393373,171815.35456139178,150942.91379800413,160408.58224317536,159535.26383624825,160072.24457858066,157205.78304703743
European Union (KP),1.A.4.b  Residential,505709.0238664579,505709.0238664579,547452.4040339222,515603.34193983465,530180.2922896994,497561.7459216928,499830.21704262786,545443.243897413,512723.5262074753,501094.2607634422,489088.15343630215,475131.076568617,509047.9605175038,490319.2121724711,502613.2420623769,494951.481937904,490991.75113327685,480804.4805513729,427471.788477241,457220.1963214597,446720.0931845247,480403.55445416435,412508.91756094294,424056.79663937585,425421.25207180576,357560.5210273151,377368.87285895634,387617.3380836302,381014.91083831317,371983.7979026482
European Union (KP),1.A.4.c  Agriculture/Forestry/Fishing,94129.23307660782,94129.23307660782,93431.71987995059,90550.27223656733,93620.84015038874,92951.78362404199,92549.75713279787,94950.32476234031,91813.03757146843,89481.37195919949,89253.18862754048,87159.72437464357,87056.97261907117,85030.16889756396,85599.10133931982,86023.06072526169,85877.57397963833,82633.16083420487,79603.5880788562,79772.23052086367,78100.05423356165,79987.43973429789,78387.82254011987,76638.94003671556,76514.928375362,75651.15032162641,75017.23199709653,75549.08114302685,76511.71557978778,76845.39989396211
European Union (KP),1.A.4.c.i  Stationary,34063.08795764322,34063.08795764322,35203.71297092834,33302.55017485263,34560.65633394285,33518.72567171096,32693.56218989949,34416.38881031479,30827.7723881325,29487.837402803245,29248.814245807956,26252.39219545531,26795.93790754864,24754.649090312105,25175.39177516784,25865.66425624134,25899.0931515362,25366.033108498334,23713.272109024016,24992.672126959566,23638.523953733606,26309.210451181643,24816.23617340986,25625.715972895163,25183.391120040164,22965.759429511076,21880.55548803684,22163.188509207153,22352.115263051128,22263.490835108412
European Union (KP),1.A.4.c.ii  Off-road Vehicles and Other Machinery,49545.19837160769,49545.19837160769,47663.97321258473,46790.57705092807,48531.334643348346,48860.62009762168,49209.30320837858,50425.8905372409,51179.70831341426,50490.98557758712,50461.138701948745,51395.941598410274,50695.604615042466,51167.7602606287,51606.011526648,51486.80379921826,51595.95654503267,49360.465152975004,48139.78465943834,48187.68535454752,47694.09376962604,47150.674559367806,47399.403294224205,45082.19637691755,45681.62364482798,46132.16193285243,46783.752464761834,47234.679679308756,48258.261022113395,48807.10098518144
European Union (KP),1.A.4.c.iii  Fishing,10520.946747356918,10520.946747356918,10564.033696437524,10457.145010786617,10528.849173097546,10572.43785470934,10646.891734519788,10108.045414784614,9805.556869921673,9502.54897880913,9543.235679783787,9511.390580777983,9565.430096480053,9107.759546623154,8817.698037503984,8670.592669802087,8382.524283069462,7906.662572731532,7750.531310393859,6591.873039356582,6767.436510202005,6527.554723748446,6172.183072485809,5931.027686902843,5649.913610493856,6553.2289592629,6352.924044297861,6151.212954510945,5901.339294623255,5774.808073672267
European Union (KP),1.A.5  Other (Not specified elsewhere),23205.816272696688,23205.816272696688,19289.351974880337,16779.57335656608,14714.825658049405,14430.29899008557,13783.697805951004,12276.573198655244,12387.310218862884,11617.253045938782,10454.45927548636,9716.68793878403,8927.683616573477,8935.045053485637,9561.100407912438,10597.172376620056,11035.514823737925,10539.528941957205,10844.749215777412,9960.338502138296,8801.257954375207,8513.803491619858,8323.179965658897,7381.340994322878,7154.081483794002,6856.481102765667,6614.217688145739,6505.727215234328,6674.937556503341,6130.8507952277005
European Union (KP),1.A.5.a  Stationary,8989.345402018358,8989.345402018358,7793.326665738885,6105.225092682098,4164.6061449922445,3618.7445958587527,3546.612632641078,3314.268979536463,3497.9973712717097,3381.7520329972645,2603.150474553863,2692.1238938088886,2932.866877023536,2675.693858941122,2820.639162783643,3576.588260854145,3524.5145667364095,2802.2451494203483,2988.053456584344,2671.299628372927,2014.9594007542044,2156.355698770789,2184.9753732230843,2235.266404948431,2019.8475358859791,1874.2249538843387,1919.395010809816,1931.7892874052864,2309.84146201877,2102.7175785195786
European Union (KP),1.A.5.b  Mobile,14216.470870678328,14216.470870678328,11496.02530914145,10674.348263883981,10550.219513057162,10811.554394226816,10237.085173309924,8962.30421911878,8889.312847591174,8235.501012941517,7851.308800932497,7024.564044975143,5994.816739549941,6259.351194544515,6740.461245128794,7020.5841157659115,7511.000257001516,7737.283792536857,7856.695759193069,7289.03887376537,6786.2985536210035,6357.447792849068,6138.204592435813,5146.074589374447,5134.233947908024,4982.256148881328,4694.822677335923,4573.937927829042,4365.096094484571,4028.133216708122
European Union (KP),Waste Incineration with Energy Recovery included as Biomass,3255.836985861119,3255.836985861119,3527.005738974069,3729.3821451778576,4034.3636299147142,4230.476873078492,4715.266308352177,5006.4386939891865,5481.379957807467,5718.148888172519,6030.622961411394,6410.535174202522,6736.3972119368,7343.611309797649,7961.356594331613,8350.356155605572,8852.853139381536,9330.210188991883,9948.41756838329,10395.20437647153,11261.115818650513,11931.52841513703,12478.617500474324,12601.080018107377,12966.739768643669,13702.581169328294,14330.975356324492,15020.042986581306,15811.533519409379,14668.131493953246
European Union (KP),Waste Incineration with Energy Recovery included as Fossil Fuels,7304.590922574955,7304.590922574955,7872.160969537618,7641.604963069787,7733.313625313184,8628.490039832965,8623.653573154032,7768.384407985974,7317.146144040704,5079.040977558659,5605.1586640481955,6298.957664011507,7070.942745960337,7856.413457473154,8563.514542101002,9561.208247731467,10297.770132352247,11541.906213423235,13074.324307799394,13753.573106162512,14048.165795008768,15390.742841783145,15302.25173722493,16330.999351537883,17177.192452039206,18871.619541325057,20476.3492794598,21902.539977850996,19154.083164545907,16084.465136422936
European Union (KP),1.AB  Fuel Combustion - Reference Approach,4003356.668549185,4003356.668549185,3966232.431731649,3813973.358736072,3757862.1428496893,3713311.680737675,3782836.454344903,3894688.836512909,3805737.9304505843,3815313.938782728,3742621.8089012876,3733745.366502988,3841344.816177619,3817273.7481999397,3908242.5113646477,3897387.3922257917,3875047.814099691,3895878.7223905027,3823438.6008256585,3752544.4529687646,3479619.8220881964,3575475.5240051313,3446240.2088708044,3397234.7928192182,3315661.1840018546,3121773.204310013,3162676.6917105145,3157484.0093076993,3179655.202024003,3115264.7545238603
European Union (KP),"1.AD  Feedstocks, Reductants and Other Non-energy Use of Fuels",142638.82347893796,142638.82347893796,129862.16399941743,124909.23879426462,120430.36521195897,129391.40427132303,136076.75735439922,137100.16735302037,140346.35348972073,137362.6434011616,129004.10996051694,137549.58221134928,128017.20681124172,124744.21626900796,127755.51541060452,133376.48368995194,134881.0409184446,135005.3932143078,137409.1509931712,133873.19579915586,105222.89263727682,120932.40056315628,120539.44058706911,115159.9845994627,116554.52933057047,115562.26508370342,112390.38312348032,109440.81179479195,111476.24329840655,107994.2768710442
European Union (KP),1.B  Fugitive Emissions from Fuels,30807.826563945666,30807.826563945666,28653.564830446052,28990.464714708633,29086.91643661739,28627.033671663125,30643.841300990876,30461.80633671828,29910.955450598172,28738.65958916432,27691.033265299873,26961.781585593162,26065.782120393404,26420.47517612209,27118.82250987289,25824.374431069515,27119.015253145666,28211.591794487744,28212.99211756151,27346.52331906062,25594.749680711084,26084.802060756785,26282.816703712993,25539.74228524604,27308.173488563425,26972.970355899695,26850.933620613836,26206.333988647544,26789.358061752475,26517.143683385875
European Union (KP),1.B.1  Solid Fuels,8503.468883046478,8503.468883046478,6310.247253789583,6061.867084145573,5547.234695217807,4132.161835958746,5222.909573965075,4553.372493218089,5356.0750042927,4443.753884164627,5038.199678139202,4890.313737981239,4366.93637636787,4528.3201794025235,5077.350585903449,4275.317109002343,3820.806191206896,4521.218550391162,4343.946850768527,4182.386518613505,3091.419933573496,4015.116335814082,4084.4739183485185,3905.8765468972583,4447.108014663285,4630.626762970537,4354.633174859071,4024.4781490211717,4208.497485882717,4338.787935508241
European Union (KP),1.B.1.a  Coal Mining and Handling,664.1865961486606,664.1865961486606,584.78295479365,597.6522001251731,568.917913920388,546.1518990749922,544.4814314828308,527.2321484949674,518.9442923707812,505.9820913871718,464.75283407384813,476.57712652961317,471.85643863778546,479.1881143321235,469.8010019789202,445.32549413089754,433.7490016641357,448.09743590916213,421.66645745753715,420.29613356255584,383.03777500034033,394.5810046356546,399.53323472093683,393.0710553375171,317.16243263991834,314.16119737744606,303.56627730311453,268.350133921,238.33237075039997,205.6891039534
European Union (KP),1.B.1.a.i  Underground Mines,641.3888672923462,641.3888672923462,564.0774495681253,575.8123877389463,548.216242988987,525.4645831878347,522.194351442894,504.42610483296266,497.11049592382574,483.1948368199822,445.4485651414897,456.4876320320859,451.32255383778545,459.2201399321235,448.96270757892023,424.19331493089754,414.2295456641356,427.4388727091621,399.01546865753716,397.4386967625558,361.5930902003403,371.3867742356546,370.1852347209368,366.5712281375171,294.43615103991834,289.22875577744605,274.89672210311454,243.284108321,210.69023114399997,181.229477659
European Union (KP),1.B.1.a.i.1  Mining Activities,627.3638788230356,627.3638788230356,550.2752123637198,560.7131339442313,533.0957967011748,510.58558318783474,504.973351442894,487.45710483296267,480.3924959238257,464.9998368199822,427.5785651414898,435.27331046468373,433.81265043719645,445.6019654407854,438.9555503836163,417.7965413103384,411.2968059299202,426.9906355047566,398.6730173101051,397.0783751951536,361.2142769280928,371.02496672875185,369.788528873065,366.1876578350199,294.05799313888963,288.84911770226154,274.5188071718361,242.944108321,210.37023114399997,180.909477659
European Union (KP),1.B.1.a.i.2  Post-Mining Activities,0.0199884693105,0.0199884693105,0.00723720440553,0.03825379471493,0.00344628781216,"NA,NE,NO","NA,NE,NO","NA,NE,NO","NA,NE,NO","NA,NE,NO","NA,NE,NO",0.04032156740223,0.04790340058897,0.05617449133814,0.0861571953039,0.03377362055913,0.03273973421548,0.00723720440553,0.05445134743206,0.04032156740223,0.02481327224752,0.03480750690278,0.03170584787184,0.02757030249725,0.02515790102874,0.02963807518454,0.02791493127846,"NA,NE,NO","NA,NE,NO","NA,NE,NO"
European Union (KP),1.B.1.a.i.3  Abandoned Underground Mines,14.005,14.005,13.795,15.061,15.117,14.879,17.221,16.969,16.718,18.195,17.87,21.174,17.462,13.562,9.921,6.363,2.9,0.441,0.288,0.32,0.354,0.327,0.365,0.356,0.353,0.35,0.35,0.34,0.32,0.32
European Union (KP),1.B.1.a.ii  Surface Mines,22.79772885631439,22.79772885631439,20.7055052255247,21.83981238622677,20.70167093140095,20.68731588715752,22.28708003993672,22.8060436620047,21.83379644695554,22.78725456718958,19.30426893235841,20.08949449752725,20.5338848,19.9679744,20.8382944,21.1321792,19.519456,20.6585632,22.6509888,22.8574368,21.4446848,23.1942304,29.348,26.4998272,22.7262816,24.9324416,28.6695552,25.0660256,27.6421396064,24.4596262944
European Union (KP),1.B.1.a.ii.1  Mining Activities,22.77703734429021,22.77703734429021,20.68408310048434,21.82480035651702,20.68795470590857,20.67962377276079,22.28212852917236,22.80196325723511,21.83132890488204,22.78692372355961,19.30400701448469,20.08930150540977,20.5338848,19.9679744,20.8382944,21.1321792,19.519456,20.6585632,22.6509888,22.8574368,21.4446848,23.1942304,29.348,26.4998272,22.7262816,24.9324416,28.6695552,25.0660256,27.6421396064,24.4596262944
European Union (KP),1.B.1.a.ii.2  Post-Mining Activities,0.02069151202418,0.02069151202418,0.02142212504036,0.01501202970975,0.01371622549238,0.00769211439673,0.00495151076436,0.00408040476959,0.0024675420735,0.00033084362997,0.00026191787372,0.00019299211748,"NA,NE,NO","NA,NE,NO","NA,NE,NO","NA,NE,NO","NA,NE,NO","NA,NE,NO","NA,NE,NO","NA,NE,NO","NA,NE,NO","NA,NE,NO","NA,NE,NO","NA,NE,NO","NA,NE,NO","NA,NE,NO","NA,NE,NO","NA,NE,NO","NA,NE,NO","NA,NE,NO"
European Union (KP),1.B.1.b  Solid Fuel Transformation,7832.358330816268,7832.358330816268,5718.856142554135,5438.639163962996,4956.907531015431,3563.2823167179963,4641.205750882284,3989.473816715009,4796.569352176264,3903.2116916325913,4531.8746789004845,4370.410830590939,3827.7115873311877,3983.8467629127,4531.4756176457295,3748.984493624145,3298.5302192655604,3969.8361445943806,3813.5249895303655,3668.545811179342,2601.3249111020855,3522.7458186962976,3575.08858232833,3393.658973500946,4045.6209468618317,4257.915633232663,3970.6289703388816,3680.1098171928165,3889.473477303956,4058.817676257433
European Union (KP),1.B.1.c  Other,6.92395608155009,6.92395608155009,6.60815644179821,25.57572005740461,21.40925028198798,22.72762016575766,37.22239159996029,36.66652800811315,40.56135974565494,34.56010114486479,41.57216516486877,43.32578086068587,67.36835039889702,65.2853021577004,76.07396627880001,81.0071212473,88.5269702772,103.2849698876199,108.75540378062449,93.5445738716079,107.05724747107018,97.78951248212977,109.85210129925186,119.1465180587952,84.32463516153466,58.54993236042819,80.43792721707507,76.01819790735505,80.69163782836085,74.28115529740838
European Union (KP),1.B.2  Oil and Natural Gas and Other Emissions from Energy Production,22304.35768089919,22304.35768089919,22343.317576656467,22928.597630563057,23539.681741399585,24494.87183570438,25420.9317270258,25908.433843500192,24554.880446305473,24294.90570499969,22652.833587160672,22071.467847611922,21698.845744025533,21892.154996719568,22041.471923969442,21549.05732206717,23298.20906193877,23690.37324409658,23869.04526679298,23164.136800447115,22503.329747137588,22069.6857249427,22198.342785364475,21633.86573834878,22861.06547390014,22342.34359292916,22496.300445754765,22181.855839626372,22580.860575869756,22178.355747877635
European Union (KP),1.B.2.a  Oil,9451.043586911705,9451.043586911705,9090.599751923293,9306.36850218911,9477.951206922558,10139.932691104628,9860.500265553017,10037.383615482993,9973.055657486513,10316.323896416116,9119.468688828369,9172.859340177936,8644.541892581126,9259.358208238797,9893.233772253783,9660.659388397436,9884.274850029231,11082.424148320408,11289.682509315548,11767.048998952803,11420.225794513031,11117.101063860486,11088.226412159249,10890.031705567511,11765.281892929937,11811.327130414087,11962.740967704844,11632.336490143278,12074.129344234621,11812.61151715417
European Union (KP),1.B.2.a.i  Exploration,1574.3757319067042,1574.3757319067042,1449.447163744083,1527.2661851590126,1582.2736124186654,1640.1507000016884,1064.6052174557922,1065.7077404040328,1098.512272093751,1098.8819257734126,844.3286965769375,272.6096980988289,249.91139847905268,295.0330156887673,245.02540115501236,212.74700926396844,249.2520203118819,616.9035137755087,698.0013123760508,704.4519098924427,765.2681733394645,663.5952385566907,701.9248063964661,649.6863439858884,531.7281050158908,645.3296642384049,126.8802608574787,146.85868875609938,142.81154502942312,149.93045342421513
European Union (KP),1.B.2.a.ii  Production,275.1251064419789,275.1251064419789,233.5056710023404,232.800244850634,239.6503094425965,240.2438976672892,610.4523237358288,701.2126619764528,267.5811075135204,233.73312073731051,237.83540541348054,218.00559847461707,226.5950312507154,244.89891436698332,270.4604410965499,293.90565563032834,290.566921494691,261.1802246709175,329.69880302025774,300.81142811912525,392.3491165060834,313.3191703183315,181.0598150439406,34.06937794580734,34.50391459006113,95.32716989048672,142.16387017660617,166.1529882946778,169.66496306440723,191.06439681337454
European Union (KP),1.B.2.a.iii  Transport,0.46669705092894,0.46669705092894,0.44577329536297,0.9049873239496,0.4370620517553,0.43139970380468,0.44525508360851,0.49032577082494,0.51150402204961,0.52842427602125,0.51089598763107,0.51518148873535,0.49253573293476,0.51203908412986,0.50580916961017,0.50695228097147,0.55784721281208,0.54154896289841,0.51162086675343,0.52488509605111,0.50275622540395,0.56528185278677,0.52672839654393,0.49904036728112,0.59948993298369,0.64633206625498,0.71574715016543,0.62202619953169,0.67276437815065,0.67066115752081
European Union (KP),1.B.2.a.iv  Refining / Storage,7577.912335912092,7577.912335912092,7380.938049081507,7515.5921012555145,7611.860050609541,8221.317547231845,8100.268933938125,8146.340308312134,8447.745454437783,8407.503406133876,7620.551734213614,7995.431952281441,7871.7613063603385,8350.15510730159,8835.717246657086,8481.55187664763,8430.997885697616,9004.764343821642,9219.142516881748,9509.945214443887,9216.394405976062,9045.488462063613,9408.848891954725,9433.963875846037,10668.372962449272,10461.349689352577,10388.382807897606,10150.849327494672,10464.602190914482,10087.405796151623
European Union (KP),1.B.2.a.v  Distribution of Oil Products,0.0028156,0.0028156,0.0025948,0.0029036,0.0028524,0.0027265,0.0028771,0.0029847,0.003685,0.0034163,0.0035063,0.0035378,0.0039174,0.0036299,0.003825,0.0038247,0.0041458,0.0032596,0.0050036,0.0052379,0.0044412,0.0038923,0.0038788,0.0039259,0.0043337,0.0038974,0.0042699,0.0045189,0.004562,0.0049757
European Union (KP),1.B.2.a.vi  Other,23.1609,23.1609,26.2605,29.80208,43.72732000000001,37.78642,84.72565823966215,123.62959431954954,158.70163441940875,575.6736031954954,416.23845033670597,686.2933720343129,295.77770335808555,368.7555018973253,541.5210491755234,671.9440698745381,912.8960295122293,1199.031257489442,1042.3232525707372,1251.3103235012964,1045.7069012660188,1094.1290187690643,795.8622915675722,771.8091415224975,530.0730872417303,608.6703774663631,1304.594011722988,1167.848940498296,1296.373318848159,1383.5352339074361
