iso,units,X1961,X1962,X1963,X1964,X1965,X1966,X1967,X1968,X1969,X1970,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013
mng,kt/1000,0.013859074,0.013859074,0.013859074,0.013859074,0.013859074,0.013859074,0.013859074,0.013859074,0.013859074,0.013859074,0.013859074,0.013859074,0.013859074,0.013859074,0.013859074,0.013859074,0.013859074,0.013859074,0.013859074,0.013859074,0.013859074,0.013859074,0.013859074,0.013859074,0.013859074,0.013859074,0.013859074,0.013859074,0.013859074,0.013859074,0.013859074,0.013859074,0.013859074,0.013859074,0.013859074,0.013859074,0.013859074,0.013859074,0.013859074,0.013859074,0.011821072,0.009519968,0.008977804,0.008925369,0.009769337,0.010848873,0.011999207,0.012355006,0.012355006,0.012355006,0.012355006,0.012355006,0.012355006
moz,kt/1000,0.001742363,0.001742363,0.001742363,0.001742363,0.001742363,0.001742363,0.001742363,0.001742363,0.001742363,0.001742363,0.001907226,0.002005833,0.002170167,0.002264097,0.002416242,0.002307599,0.002333978,0.002327419,0.002239582,0.002413545,0.002419608,0.002528172,0.002830627,0.002786959,0.000201126,0.00020412,0.000227386,0.000188841,0.000212772,0.000215804,0.000209586,0.000219081,0.000193082,0.000240523,0.000239856,0.000273289,0.000188222,0.000220407,0.000281626,0.000310276,0.000393919,0.000383281,0.000373835,0.000363524,0.000352815,0.000344117,0.000332841,0.000323345,0.000318438,0.000309769,0.000309769,0.000309769,0.000309769
mrt,kt/1000,0.000602333,0.000602333,0.000602333,0.000602333,0.000602333,0.000602333,0.000602333,0.000602333,0.000602333,0.000602333,0.000558852,0.000489048,0.000440833,0.000400092,0.000560281,0.000465955,0.000742545,0.000735328,0.000609984,0.000460362,0.000471638,0.000470026,0.000445753,0.000382694,0.000648073,0.000510638,0.000502737,0.000646282,0.000644327,0.000912997,0.001029162,0.001116631,0.000863981,0.000820754,0.000802871,0.000901918,0.000554061,0.000547304,0.000543261,0,0.000625505,0.000613641,0.000599585,0.000581946,0.000566129,0.000551454,0.000537567,0.000524365,0.00051133,0.000499523,0.000499523,0.000499523,0.000499523
msr,kt/1000,0.002375435,0.002375435,0.002375435,0.002375435,0.002375435,0.002375435,0.002375435,0.002375435,0.002375435,0.002375435,0.002521689,0.00250678,0.002501488,0.00249036,0.002480283,0.002418154,0.00244798,0.002469016,0.002431317,0.002509234,0.002621783,0.002742194,0.002864377,0.003016144,0.003044267,0.003133102,0.003265624,0.003362032,0.003412566,0.003483313,0.003510927,0.003545814,0.003547548,0.003643051,0.003797078,0.00413217,0.00473759,0.005608935,0.00670864,0.007850998,0.008577085,0.008851284,0.008676538,0.008385213,0.008153841,0.008046769,0.007989023,0.007968747,0.007951792,0.00791103,0.00791103,0.00791103,0.00791103
mtq,kt/1000,0.003206299,0.003206299,0.003206299,0.003206299,0.003206299,0.003206299,0.003206299,0.003206299,0.003206299,0.003206299,0.00411557,0.00420514,0.004207199,0.004283606,0.003028599,0.003514373,0.003092943,0.004455747,0.003537001,0.005110307,0.004239752,0.004280654,0.00507815,0.004044911,0.004565575,0.00533772,0.00605127,0.005211686,0.005152053,0.006638845,0.005800427,0.00579423,0.00501205,0.002699167,0.00263915,0.004136577,0.003379861,0.004882152,0.002620179,0.001828462,0.004040173,0.003996513,0.003985678,0.003975876,0.003746882,0.003637334,0.003477497,0.003348803,0.003219517,0.00308412,0.00308412,0.00308412,0.00308412
mwi,kt/1000,0.000637676,0.000637676,0.000637676,0.000637676,0.000637676,0.000637676,0.000637676,0.000637676,0.000637676,0.000637676,0.000713602,0.000673882,0.000806187,0.000531778,0.000789136,0.001066285,0.000749388,0.001053363,0.000791893,0.001147774,0.001256901,0.001170472,0.001105433,0.00108397,0.000761512,0.001003163,0.0011853,0.001009369,0.001051676,0.001017207,0.00146781,0.001642918,0.001525224,0.000398045,0.000962311,0.001226622,0.001305991,0.001119807,0.000964472,0.001075555,0.000595435,0.003343134,0.00327157,0.003191338,0.003108991,0.00302938,0.002946859,0.002863038,0.002783408,0.002702728,0.002702728,0.002702728,0.002702728
nam,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000454025,0.000466661,0.000493006,0.00050567,0.000525003,0.000543159,0.000519773,0.000512239,0.000513389,0.000517842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ncl,kt/1000,0.001375219,0.001375219,0.001375219,0.001375219,0.001375219,0.001375219,0.001375219,0.001375219,0.001375219,0.001375219,0.001344812,0.001339702,0.001413776,0.001273898,0.001310158,0.00116412,0.001179004,0.00103035,0.001669076,0.001703874,0.001645521,0.001711805,0.002058387,0.00134913,0,0,0.002789078,0.002779399,0.002652731,0.002612885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ner,kt/1000,0.000328396,0.000328396,0.000328396,0.000328396,0.000328396,0.000328396,0.000328396,0.000328396,0.000328396,0.000328396,0.000322573,0.000309035,0.000236446,0.000235295,0.000253524,0.000279756,0.000305875,0.000300802,0.000302764,0.000326247,0.000387392,0.000338806,0.000339787,0.000269111,0.000279851,0.000234682,0.000273755,0.000255739,0.000286736,0.000260985,0,0.000271152,0.0002625,0.000323647,0.000378966,0.000402478,0.000248493,0.000251952,0.000273171,0.000290616,0.000292793,0.00028374,0.000277624,0.000262446,0.000263131,0.000260257,0.000256266,0.000253946,0.000241468,0.000244111,0.000244111,0.000244111,0.000244111
niu,kt/1000,0.000514068,0.000514068,0.000514068,0.000514068,0.000514068,0.000514068,0.000514068,0.000514068,0.000514068,0.000514068,0.000567256,0.000566819,0.000657292,0.00067947,0.000699966,0.000722802,0.000786283,0.000805147,0.000838124,0.000843535,0.000876547,0.000935067,0.00099324,0.001036542,0.001057879,0.001107417,0.0011046,0.001124371,0.001142244,0.001235966,0.001284807,0.00132206,0.001334871,0.001423148,0.001471583,0.001560386,0.0016183,0.001679739,0.001733509,0.001801873,0.002017071,0.002081022,0.002133327,0.002180102,0.002302326,0.00237565,0.002463188,0.002537307,0.002611962,0.002703139,0.002703139,0.002703139,0.002703139
omn,kt/1000,0.000128491,0.000128491,0.000128491,0.000128491,0.000128491,0.000128491,0.000128491,0.000128491,0.000128491,0.000128491,0.00012677,0.000139249,0.000152585,0.000182984,0.00020752,0.000166348,0.000181367,0.000141637,0.000292653,0.000251947,0.000200818,0.000256725,0.000209083,0.000158453,0.000267978,0.000264414,0.00026387,0.000431666,0.000429183,0.000875727,0.000848553,0.000823621,0.00079664,0.000911562,0.000896852,0.000765345,0.000520274,0.001041644,0.000919594,0.000661309,0.000913144,0.000774923,0.000763498,0.000748137,0.000753146,0.00075235,0.0007579,0.000755795,0.0007399,0.000707409,0.000707409,0.000707409,0.000707409
pan,kt/1000,0.003787752,0.003787752,0.003787752,0.003787752,0.003787752,0.003787752,0.003787752,0.003787752,0.003787752,0.003787752,0.003518121,0.003740528,0.0029751,0.00311303,0.003077669,0.002704697,0.002437171,0.002509645,0.002769477,0.002666262,0.002991769,0.002884057,0.002440391,0.002530888,0.002725302,0.003655519,0.003469668,0.003487334,0.0030716,0.003483734,0.002800013,0.003630394,0.003855498,0.002968469,0.002800602,0.003715739,0.00306013,0.003071055,0.002811855,0.002534115,0.002547342,0.002639151,0.002609057,0.002594751,0.002607463,0.002605056,0.00261032,0.002612856,0.002613395,0.002615118,0.002615118,0.002615118,0.002615118
plw,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
png,kt/1000,0.000315304,0.000315304,0.000315304,0.000315304,0.000315304,0.000315304,0.000315304,0.000315304,0.000315304,0.000315304,0.000322494,0.000335956,0.00034898,0.000365199,0.000366851,0.000366693,0.000359536,0.000364627,0.000368387,0.000365165,0.000373954,0.00035881,0.000352341,0.000349768,0.000349671,0.00034592,0.000331652,0.000327888,0.000322222,0.00031914,0.000313595,0.000322885,0.000330696,0.000339097,0.000342678,0.000341098,0.000343812,0.000343928,0.000330894,0.000328146,0.000339821,0.000346471,0.000337778,0.000318958,0.000317718,0.000308613,0.000303943,0.000297528,0.000292029,0.000285894,0.000285894,0.000285894,0.000285894
pri,kt/1000,0.001035209,0.001035209,0.001035209,0.001035209,0.001035209,0.001035209,0.001035209,0.001035209,0.001035209,0.001035209,0.001046308,0.001057818,0.001072341,0.000998121,0.001023879,0.001080791,0.001118465,0.00108627,0.00100538,0.000917165,0.000916892,0.000916465,0.00095259,0.000953359,0.000631471,0.000608459,0.000623626,0.000646567,0.000645134,0.000653249,0.000624402,0.000601926,0.000610585,0.00061601,0.000609863,0.000584616,0.000578287,0.000585205,0.000563645,0.000552773,0.000540786,0.000533864,0.00048624,0.000477165,0.000518641,0.000534945,0.000564025,0.000586777,0.000609594,0.000632984,0.000632984,0.000632984,0.000632984
prk,kt/1000,0.002299883,0.002299883,0.002299883,0.002299883,0.002299883,0.002299883,0.002299883,0.002299883,0.002299883,0.002299883,0.002299883,0.002299883,0.002299883,0.002299883,0.002299883,0.002299883,0.002299883,0.002299883,0.002299883,0.002299883,0.002299883,0.002299883,0.002299883,0.002299883,0.002299883,0.002299883,0.002299883,0.002299883,0.002299883,0.002299883,0.002299883,0.002299883,0.002299883,0.002299883,0.002299883,0.002299883,0.002299883,0.002299883,0.002299883,0.002299883,0.00254509,0.002372352,0.002362562,0.002349481,0.00233896,0.002331756,0.002323129,0.002284639,0.002284639,0.002284639,0.002284639,0.002284639,0.002284639
pry,kt/1000,0.001718508,0.001718508,0.001718508,0.001718508,0.001718508,0.001718508,0.001718508,0.001718508,0.001718508,0.001718508,0.001560009,0.00158195,0.001663854,0.001749794,0.001839007,0.001985257,0.002037048,0.002062723,0.002141434,0.00188442,0.001946295,0.001918537,0.001892712,0.001848254,0.002067827,0.002206852,0.002348228,0.002470742,0.002599276,0.002694363,0.002380135,0.002399529,0.002796627,0.002818162,0.002827195,0.002838714,0.002862295,0.003041778,0.002839413,0.002626187,0.0028215,0.003284227,0.003354827,0.003311964,0.003301413,0.003297444,0.003311717,0.00329998,0.003260125,0.003303887,0.003303887,0.003303887,0.003303887
pse,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pyf,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0.000405753,0.000398143,0.000483629,0.000660427,0.0006711,0.000871306,0.000761984,0.000762621,0.000852833,0.000927488,0.000998217,0.001614646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001565723,0,0.001482264,0.001456163,0.001432607,0.001416075,0.001397086,0.001383206,0.001369183,0.001353628,0.001339249,0.001339249,0.001339249,0.001339249
reu,kt/1000,0.002702587,0.002702587,0.002702587,0.002702587,0.002702587,0.002702587,0.002702587,0.002702587,0.002702587,0.002702587,0.003158016,0.002634735,0.003776973,0.003162518,0.003095236,0.002805974,0.003769787,0.003738655,0.0031647,0.001414103,0.003365948,0.002361041,0.003767495,0.002889102,0.003062351,0.003069325,0.003155924,0.003196894,0.003650044,0.00284325,0.003421903,0.003342278,0.003319836,0.002455668,0.002890852,0.002895868,0.002108739,0.00209643,0.002117658,0.002112712,0.00209885,0.002104827,0.00211937,0.002115285,0.002174084,0.002203545,0.002248939,0.002288068,0.0023278,0.002368614,0.002368614,0.002368614,0.002368614
rwa,kt/1000,4.48E-05,4.48E-05,4.48E-05,4.48E-05,4.48E-05,4.48E-05,4.48E-05,4.48E-05,4.48E-05,4.48E-05,4.89E-05,4.95E-05,4.72E-05,5.67E-05,6.02E-05,6.13E-05,6.31E-05,7.01E-05,7.62E-05,8.05E-05,8.68E-05,9.81E-05,0.000105217,0.00011019,0.000110709,0,0.000105669,0,0,0.000109354,0.000121284,0,0,0,0,0,0,0,0,0,0,0.000280437,0.0002845,0.000309255,0.000310956,0.000321037,0.00032534,0.000331646,0.000337378,0.000342989,0.000342989,0.000342989,0.000342989
sgp,kt/1000,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000550008,0.000601446,0.00108105,0.001315579,0.001302874,0.001459781,0.00135101,0.001064934,0.001064934,0.001064934,0.001064934,0.001064934,0.001064934
slb,kt/1000,0.000302783,0.000302783,0.000302783,0.000302783,0.000302783,0.000302783,0.000302783,0.000302783,0.000302783,0.000302783,0.000314786,0.000324531,0.000333314,0.000344323,0.000342665,0.000347589,0.000350862,0.000350853,0.000344114,0.000345112,0.00033724,0.00033864,0.000333632,0.000324422,0.000321345,0.000314038,0.000293875,0.000290656,0.000286811,0.000290979,0.000284761,0.000284886,0.000281403,0.000274946,0.000275665,0.000273317,0.000273371,0.000269285,0.00026727,0.000237891,0.000236625,0.000232926,0.000227893,0.000227474,0.000225073,0.000223076,0.000221667,0.000220202,0.000220645,0.000220511,0.000220511,0.000220511,0.000220511
sle,kt/1000,0.000241246,0.000241246,0.000241246,0.000241246,0.000241246,0.000241246,0.000241246,0.000241246,0.000241246,0.000241246,0.000184295,0.000173232,0.000181973,0.000169811,0.000252164,0.000177387,0.00019139,0.000184539,0.000241359,0.000203656,0.000247602,0.00015875,0.000169244,0.0001686,0.00028964,0.000288693,0,0,0.000205112,0.000207701,0,0.00021049,0.000214477,0.000219167,0.000221283,0.000225453,0.0002288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
som,kt/1000,0.000184224,0.000184224,0.000184224,0.000184224,0.000184224,0.000184224,0.000184224,0.000184224,0.000184224,0.000184224,0.000192729,0.000266889,0.0002407,0.000230993,0.000238397,0.000230722,0.000135371,0.000146758,0.000147309,0.000197632,0.000213788,0.000207474,0.000252513,0.000309441,0,0.000273713,0.000383158,0.000313622,0.000313658,0.000325653,0,0,0,0,0,0.000426983,0.000433641,0.000423075,0.000383215,0.000374996,0.000366931,0.000358292,0.00035256,0.000344525,0.000323441,0.000307831,0.000298774,0.0002926,0.000283153,0.000274674,0.000274674,0.000274674,0.000274674
spm,kt/1000,5.41E-05,5.41E-05,5.41E-05,5.41E-05,5.41E-05,5.41E-05,5.41E-05,5.41E-05,5.41E-05,5.41E-05,5.04E-05,5.01E-05,5.23E-05,5.14E-05,5.01E-05,5.01E-05,4.90E-05,4.85E-05,5.07E-05,4.86E-05,4.88E-05,4.94E-05,4.85E-05,4.90E-05,0.000262088,0.000268418,0.000289866,0.000238858,0.000119737,9.87E-05,9.95E-05,0.000100767,9.28E-05,9.59E-05,9.61E-05,9.77E-05,9.78E-05,0.000134451,0.000145478,0.000156197,0.000216503,0.000277021,0.000337558,0.000320048,0.000311153,0.000297828,0.000286631,0.000289636,0.000292727,0.00029592,0.00029592,0.00029592,0.00029592
ssd,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stp,kt/1000,0.000200402,0.000200402,0.000200402,0.000200402,0.000200402,0.000200402,0.000200402,0.000200402,0.000200402,0.000200402,0.000193184,0.000183691,0.000202207,0.000170157,0.000215448,0.000272787,0.000214421,0.0001933,0.000173663,0.00015961,0.000174242,0.000180452,0.000181432,0.000180337,0.00017825,0.000176445,0.000175592,0.000174534,0.000173673,0.000176835,0.00019786,0.000221658,0.000197603,0.000204381,0.000210419,0.000217611,0.000223711,0.000227216,0.000230012,0.000253533,0.000250357,0.000245983,0.00024257,0.000238395,0.00023321,0.000228653,0.000224124,0.000219754,0.000215795,0.000211734,0.000211734,0.000211734,0.000211734
sur,kt/1000,0.00225603,0.00225603,0.00225603,0.00225603,0.00225603,0.00225603,0.00225603,0.00225603,0.00225603,0.00225603,0.003122429,0.003305426,0.003462221,0.003851074,0.002768199,0.003435881,0.003691821,0.003574838,0.002446912,0.001954229,0.00513822,0.006440063,0.006478792,0.009006202,0.007244872,0.007069868,0.006285068,0.002826898,0.002169467,0.002483772,0.00220248,0.003374295,0.003261149,0.003623935,0.003364643,0.005133194,0.005147092,0.004306358,0.00379664,0.003734392,0.003809767,0.00383899,0.003837518,0.003815861,0.003837493,0.003826312,0.003817904,0.003799936,0.003787412,0.003769977,0.003769977,0.003769977,0.003769977
swz,kt/1000,0.002176871,0.002176871,0.002176871,0.002176871,0.002176871,0.002176871,0.002176871,0.002176871,0.002176871,0.002176871,0.002327246,0.001729049,0.003373246,0.003288086,0.003333014,0.002704064,0.002743129,0.003426462,0.003838107,0.004336483,0.00332231,0.003352063,0.00466714,0.002322705,0.002464672,0.002775567,0.003014419,0.002905824,0.002820557,0.003070256,0.002373347,0.002657466,0.002236663,0.001018798,0.001014575,0.000994489,0.000991094,0.001003546,0.000994141,0.001037266,0.00101654,0.001014876,0.00101113,0.001022836,0.001015077,0.001010302,0.00099881,0.000990423,0.000980081,0.000970242,0.000970242,0.000970242,0.000970242
sxm,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syc,kt/1000,0.002460143,0.002460143,0.002460143,0.002460143,0.002460143,0.002460143,0.002460143,0.002460143,0.002460143,0.002460143,0.002651885,0.002828442,0.003003966,0.002848574,0.003217163,0.003138141,0.003224467,0.003541131,0.003684874,0.00391702,0.003835448,0.003898772,0.001799167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tca,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tcd,kt/1000,0.000413853,0.000413853,0.000413853,0.000413853,0.000413853,0.000413853,0.000413853,0.000413853,0.000413853,0.000413853,0.00041725,0.000404162,0.000431573,0.000510118,0.000411061,0.000447026,0.000485538,0.00050348,0.000505198,0.000321244,0.000384299,0.000388538,0.000434225,0.000397431,0.000404868,0.000400449,0.000345874,0.000351365,0.000349642,0.000349927,0.0003966,0.000434394,0.000336621,0.00033446,0.000405285,0.000556528,0.00037637,0.000667701,0.000650663,0.000629498,0.000619466,0.000598773,0.000589093,0.000570229,0.000559812,0.000545132,0.000540182,0.000521069,0.000512958,0.00049945,0.00049945,0.00049945,0.00049945
tgo,kt/1000,0.000266897,0.000266897,0.000266897,0.000266897,0.000266897,0.000266897,0.000266897,0.000266897,0.000266897,0.000266897,0.000266846,0.000279132,0.000293805,0.000348562,0.000356195,0.000364279,0.000289582,0.000337134,0.000405871,0.000289918,0.000289654,0.000301841,0.000311939,0.000425359,0.000578322,0.000548862,0.00053652,0.000674746,0.00083959,0.000641262,0.000649693,0.000715991,0.00063096,0.000614452,0.000629705,0.000759516,0.000607852,0.000651036,0.00076661,0.000746165,0.000739345,0.000609436,0.000600204,0.00059323,0.000584593,0.000577294,0.000568749,0.000561131,0.000555202,0.00054827,0.00054827,0.00054827,0.00054827
tkl,kt/1000,0.000645425,0.000645425,0.000645425,0.000645425,0.000645425,0.000645425,0.000645425,0.000645425,0.000645425,0.000645425,0.000673005,0.000698121,0.000721717,0.000741477,0.000752295,0.000727181,0.00074636,0.000825878,0.000859344,0.000891342,0.000880886,0.000938903,0.00094721,0.000864366,0.000860104,0.000877337,0.000890841,0.000913335,0.0009441,0.000985964,0.001006057,0.001029004,0.001049425,0.001053755,0.001076643,0.001074159,0.001073201,0.001071859,0.00107137,0.001095084,0.001127705,0.00118882,0.001262384,0.001354153,0.00142354,0.001457754,0.00148827,0.001507193,0.001500156,0.001511078,0.001511078,0.001511078,0.001511078
tls,kt/1000,0.001342287,0.001342287,0.001342287,0.001342287,0.001342287,0.001342287,0.001342287,0.001342287,0.001342287,0.001342287,0.001351591,0.001399717,0.001376988,0.001351839,0.00115896,0.001006337,0.000848786,0.000700884,0.000541383,0.000464654,0.000483331,0.000542207,0.000590945,0.000640926,0.000695452,0.000712877,0.000714753,0.000696833,0.000799879,0.000836393,0.000906895,0.000955113,0.001002194,0.00109494,0.001135679,0.001178081,0.001223651,0.001285813,0.001045956,0.001196718,0.001391687,0.001368466,0.001339015,0.001342998,0.00132384,0.001330899,0.00133454,0.00135001,0.001364555,0.001371557,0.001371557,0.001371557,0.001371557
ton,kt/1000,0.000520828,0.000520828,0.000520828,0.000520828,0.000520828,0.000520828,0.000520828,0.000520828,0.000520828,0.000520828,0.000469757,0.000444934,0.000542081,0.000630338,0.000712863,0.000913288,0.001052792,0.001321881,0.001333787,0.001360551,0.001580389,0.001455808,0.001183075,0.000942431,0.001229611,0.001370205,0.001581188,0.001800671,0.00145662,0.001442746,0.001440849,0.001471267,0.001464808,0.001428614,0.00135708,0.001379365,0.00138991,0.001396165,0.00140098,0.001422405,0.001411079,0.001409016,0.001401833,0.001389452,0.001380841,0.001370007,0.001360725,0.001351981,0.001341082,0.001334838,0.001334838,0.001334838,0.001334838
uga,kt/1000,0.000173846,0.000173846,0.000173846,0.000173846,0.000173846,0.000173846,0.000173846,0.000173846,0.000173846,0.000173846,0.00019118,0.000182054,0.000182294,0.000126296,0.000121094,0.000137667,0.000139051,0.000145825,0.000143602,0.000148122,0.000148058,0.000152227,0.000160591,0.000163168,0,0,0.000193926,0,0,0,0.000294237,0,0.000303083,0.000298699,0.000302843,0,0,0.000324678,0.000326757,0.000347545,0.000361268,0.000387343,0.000400477,0.000403847,0.00039445,0.000390502,0.000383745,0.000378179,0.000372998,0.000367572,0.000367572,0.000367572,0.000367572
vct,kt/1000,0.004655687,0.004655687,0.004655687,0.004655687,0.004655687,0.004655687,0.004655687,0.004655687,0.004655687,0.004655687,0.00462435,0.004579647,0.005108806,0.005337693,0.006160243,0.006082673,0.00686076,0.006832236,0.006843295,0.006820904,0.00682792,0.006825804,0.006825725,0.007073657,0.008471521,0.008458281,0.0083514,0.008419833,0.005707294,0.003057289,0.002999043,0.002999656,0.003023242,0.003036042,0.003043517,0.003048504,0.003081681,0.003107253,0.003113476,0.003128864,0.003137752,0.003144107,0.003091215,0.003092874,0.002508534,0.002217711,0.001783081,0.00141813,0.001423241,0.001425232,0.001425232,0.001425232,0.001425232
vgb,kt/1000,0.001548253,0.001548253,0.001548253,0.001548253,0.001548253,0.001548253,0.001548253,0.001548253,0.001548253,0.001548253,0.001576779,0.001657871,0.001738437,0.001720368,0.001725057,0.001747728,0.001771824,0.001820579,0.001819653,0.001822565,0.001780657,0.00171544,0.001631688,0.001531611,0.001379941,0.001175144,0.001052602,0.001030183,0.000963159,0.000820534,0.000818142,0.000812743,0.00081898,0.000811196,0.000784459,0.000762629,0.000758881,0.000741812,0.000722248,0.000712249,0.000697239,0.000687625,0.000678035,0.000667193,0.000649016,0.000631473,0.000611578,0.000592584,0.000575338,0.000560604,0.000560604,0.000560604,0.000560604
vir,kt/1000,0.001349649,0.001349649,0.001349649,0.001349649,0.001349649,0.001349649,0.001349649,0.001349649,0.001349649,0.001349649,0.001574599,0.001499807,0.001451914,0.001693025,0.002246001,0.002158814,0.002390909,0.002346185,0.002326395,0.002584959,0.002591229,0.002555528,0.002783566,0.002742943,0.002737482,0.002712771,0.002711929,0.002742892,0.002752314,0.002754165,0.00273655,0.002737033,0.002718081,0.00269971,0.00268573,0.002676025,0.00268627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vut,kt/1000,0.001498954,0.001498954,0.001498954,0.001498954,0.001498954,0.001498954,0.001498954,0.001498954,0.001498954,0.001498954,0.001551092,0.001542033,0.001602129,0.001618988,0.001634485,0.00165768,0.001594146,0.001551702,0.001522379,0.001519465,0.001510566,0.001538588,0.001553664,0.001544088,0.001554227,0.001577266,0.001597404,0.001446271,0.001458663,0.001535299,0.001546204,0.001559731,0.001591248,0.001590657,0.001574345,0.001574336,0.001568623,0.001577186,0.00157508,0.00156386,0.001512757,0.001468581,0.001430825,0.001374815,0.001296548,0.001253978,0.001217575,0.001180499,0.001144809,0.001111405,0.001111405,0.001111405,0.001111405
wlf,kt/1000,0.001191383,0.001191383,0.001191383,0.001191383,0.001191383,0.001191383,0.001191383,0.001191383,0.001191383,0.001191383,0.001207362,0.001215387,0.001217673,0.001205615,0.001179012,0.001149346,0.001223086,0.002040575,0.001996175,0.001859982,0.001887658,0.002001038,0.002045779,0.002177041,0.002237961,0.00226292,0.002273804,0.002304752,0.002336679,0.002403096,0.002459667,0.002530248,0.002542186,0.002554507,0.002595127,0.002587215,0.002603164,0.002611422,0.002610089,0.002630337,0.00262099,0.002636714,0.002652583,0.002657356,0.002678841,0.002696432,0.002723545,0.002756549,0.002771126,0.002799381,0.002799381,0.002799381,0.002799381
wsm,kt/1000,0.000495796,0.000495796,0.000495796,0.000495796,0.000495796,0.000495796,0.000495796,0.000495796,0.000495796,0.000495796,0.000487834,0.000482072,0.000478762,0.000492455,0.000511296,0.000521299,0.000534045,0.000554187,0.000560301,0.000671733,0.000774752,0.000916547,0.000990436,0.001089639,0.001229863,0.001427208,0.001565695,0.001574919,0.001548849,0.001559727,0.00151508,0.001489141,0.001495384,0.001503942,0.001459181,0.001457193,0.001470651,0.001481359,0.001465314,0.001497807,0.001726487,0.001723641,0.001717767,0.001699909,0.00168922,0.001674805,0.001662152,0.001649206,0.001635418,0.001622385,0.001622385,0.001622385,0.001622385
yem,kt/1000,7.57E-05,7.57E-05,7.57E-05,7.57E-05,7.57E-05,7.57E-05,7.57E-05,7.57E-05,7.57E-05,7.57E-05,7.70E-05,8.69E-05,0.000101865,0.000106564,0.000236851,0.000174588,0.000132582,0.000412892,0.000503392,0.000421107,0.000448467,0.00043798,0.000527431,0.000565347,0.000571587,0.000518249,0.000318019,0.000558491,0.00050526,0.000534832,0.000433992,0.000349096,0.000261882,0.000274144,0.000271541,0.000239035,0.000426194,0.000372128,0.000345321,0.000339701,0.000361979,0.000274016,0.000181452,0.000178875,0.000178353,0.000176615,0.000175777,0.000171009,0.00016817,0.000167702,0.000167702,0.000167702,0.000167702
